plateifu,mangaid,z,Lambda_Re,lambda_r,Sigma_Re,Re_arcsec_MGE,Qual,drp3qual,target,log_Ms_Re_cyl,log_Mt_Re_cyl,fdm_Re_cyl,chi2_dof_cyl,inc_deg_cyl,log_excess,log_Ms_Re_sph,log_Mt_Re_sph,fdm_Re_sph,chi2_dof_sph,inc_deg_sph,log_excess_sph,nsa_elpetro_mass,PHOTOMETRIC_MASS,STELLAR_SIGMA_1RE,STELLAR_RCHI2_1RE,drp_nsa_elpetro_ba,drp_nsa_elpetro_th50_r,drp_mngtarg1,Re_kpc,rar_resid,rar_resid_sph,rar_resid_nsa,rar_resid_firefly,mass_tertile
7977-3704,1-114956,0.0270248,0.73,0.73,106.0,4.628957737520637,3,1,0,10.241,10.313,0.153,0.030432,53.127,0.0720000000000009,10.203,10.329,0.252,0.030079,52.966,0.1260000000000012,10.056157526974676,10.393698,96.24014,1.1729326,0.756417,3.93806,1168,2.5999567558602505,0.20608753230373905,0.24408753230373925,0.39093000532906247,0.05338953230373802,Low
7975-3702,1-114171,0.0881405,0.306,0.306,284.6,4.943893985814976,1,1,0,11.553,11.592,0.084,0.023897,85.23,0.0389999999999997,11.567,11.593,0.057,0.043915,85.23,0.0259999999999998,11.128967615631462,11.466508,283.86038,1.0509652,0.849777,4.32828,1040,8.422750504888644,0.34407241156981944,0.33007241156982003,0.7681047959383585,0.4305644115698209,High
7975-9101,1-114306,0.0636505,0.808,0.808,104.3,8.333338276208048,1,1,0,10.794,11.237,0.639,0.020271,31.956,0.4429999999999996,10.631,11.259,0.765,0.020083,32.005,0.6280000000000001,10.423671765289518,10.761212,70.02174,0.93627834,0.811891,7.50072,64,10.551376227363843,-0.014816178572312039,0.1481838214276882,0.3555120561381707,0.017971821427687926,Mid
7975-9102,1-114500,0.0220849,0.79,0.79,95.2,6.257139731519708,3,1,0,10.134,10.137,0.006,0.026896,76.184,0.0030000000000001,10.107,10.137,0.067,0.02741,76.977,0.0300000000000011,9.82239693934044,10.159938,66.23783,0.99119127,0.355321,7.54684,1040,2.889308899783867,0.03441508326256326,0.06141508326256421,0.34601814392212404,0.008477083262563188,Low
7975-6102,1-114145,0.0341885,0.731,0.731,129.1,7.212457430253357,3,1,2,10.737,10.797,0.129,0.022331,52.95,0.0600000000000005,10.73,10.8,0.148,0.022441,53.009,0.0700000000000002,10.370496435464458,10.708037,109.10497,1.0115836,0.655866,6.64386,4240,5.080719139908683,0.11002317193457391,0.11702317193457352,0.47652673647011545,0.1389861719345748,Mid
7975-3703,1-114532,0.0902261,0.227,0.227,185.1,3.645672177405128,1,1,0,11.083,11.108,0.053,0.043401,82.799,0.0250000000000003,11.114,11.114,0.0,0.042395,82.774,0.0,10.841614715532264,11.179155,185.97957,1.0351171,0.920698,2.77167,32,6.342568234937963,0.3236045422123178,0.29260454221231735,0.5649898266800536,0.2274495422123184,High
7975-12703,1-114325,0.0288791,0.855,0.855,122.7,10.02864507885612,3,1,0,10.708,10.714,0.012,0.024499,80.835,0.0060000000000002,10.392,10.668,0.47,0.02137,80.838,0.2759999999999998,10.264541580529748,10.602082,68.923996,0.90968215,0.244175,15.3995,1552,6.005812002167803,-0.18727845384071093,0.1287215461592898,0.256179965629541,-0.08136045384071007,Mid
7975-3704,1-550578,0.0766043,0.059,0.059,259.2,8.900125026070567,1,1,0,12.243,12.823,0.736,0.017871,2.566,0.5800000000000001,12.244,12.823,0.736,0.017886,2.566,0.5790000000000006,11.024690862355431,11.362231,258.91483,1.050269,0.855146,7.10584,1040,13.357123566262349,-0.22556428790813726,-0.22656428790813676,0.992744849736432,0.6552047120918635,High
7975-1902,1-114334,0.0222473,0.736,0.736,123.0,3.0331523057088376,1,1,0,10.023,10.11,0.182,0.021187,72.512,0.0869999999999997,9.965,10.101,0.268,0.02158,72.398,0.136000000000001,9.921510641647906,10.259051,108.16928,1.7835972,0.56156,3.08396,1552,1.4106150966876134,0.260025320883874,0.31802532088387375,0.36151467923596775,0.02397432088387416,Low
8459-3702,1-166919,0.0722105,0.687,0.687,158.9,4.938388342906874,3,1,2,11.23,11.272,0.092,0.02851,32.071,0.0419999999999998,11.228,11.263,0.077,0.028349,32.123,0.0350000000000001,10.781736710356324,11.119277,141.81837,1.0286216,0.866956,4.04089,4288,7.022474915424587,-0.014635908959575054,-0.012635908959574603,0.43362738068410167,0.096087091040425,High
8459-12704,1-167075,0.0158584,0.692,0.692,69.6,9.33138775029506,1,1,0,9.982,10.098,0.234,0.070982,53.497,0.1160000000000014,9.805,10.118,0.513,0.071335,54.023,0.3130000000000006,8.806883097275575,9.1444235,56.215794,0.8893773,0.62063,9.65353,1168,3.1176017589688736,0.07694625151868442,0.25394625151868416,1.2520631542431087,0.9145227515186836,Low
8459-12703,1-167113,0.0264594,0.702,0.702,84.1,7.258880506546514,3,1,2,10.183,10.183,0.0,0.028662,71.936,0.0,10.14,10.181,0.089,0.028506,71.936,0.0409999999999985,9.553639122438485,9.89118,63.21372,0.89086735,0.415025,8.60184,4240,3.9945463805065304,0.08549908050746534,0.12849908050746467,0.7148599580689805,0.3773190805074648,Low
8317-1901,1-283711,0.094444,0.441,0.441,138.7,19.65840250397797,1,1,0,11.532,11.532,0.0,0.067062,27.066,0.0,11.683,11.683,0.0,0.038534,26.137,0.0,11.897247605044448,12.234788,150.34502,1.0167717,0.60888,,8192,35.6246522046653,0.4393376430323004,0.28833764303230075,0.07409003798785194,-0.2634503569676994,High
8317-3702,1-259117,0.0389212,0.169,0.169,222.6,8.13804471711894,1,1,0,11.073,11.197,0.247,0.010537,85.845,0.1239999999999987,11.072,11.199,0.252,0.0166,85.845,0.1270000000000006,10.5895575545964,10.927098,226.41423,1.0869411,0.74908,4.57707,1040,6.489255073302759,0.5144111979064407,0.515411197906442,0.9978536433100411,0.6603131979064403,High
8317-12704,1-259142,0.0543234,0.749,0.749,201.8,9.662371483935758,3,1,0,11.415,11.451,0.079,0.028077,68.993,0.0360000000000013,11.4,11.434,0.073,0.02659,68.953,0.0339999999999989,10.914190254316734,11.251731,180.26646,0.91813254,0.577156,10.7006,1040,10.557541297139942,0.18580156507074413,0.2008015650707429,0.6866113107540088,0.34907056507074385,High
8317-6102,1-259537,0.0578109,0.795,0.795,163.4,6.882368619000247,1,1,0,11.167,11.303,0.268,0.021013,49.06,0.136000000000001,11.244,11.287,0.095,0.019737,49.06,0.043000000000001,10.74656803792884,11.084108,114.35089,0.9499653,0.817107,5.83389,1040,7.969667543860652,-0.08367178116695996,-0.1606717811669599,0.3367601809041995,-0.0007797811669606557,High
8261-3702,1-575845,0.101657,0.15,0.15,244.1,6.038589542495431,1,1,0,11.576,11.695,0.238,0.030184,24.344,0.1189999999999997,11.599,11.677,0.163,0.029974,26.033,0.0779999999999994,11.126654065048625,11.464194,245.98203,0.9076324,0.908547,4.92217,1040,11.680883454651338,0.33869136886903684,0.31569136886903715,0.7880373038204127,0.4504973688690364,High
8261-1902,1-282151,0.023694,0.562,0.562,189.7,3.409778199956248,1,1,0,10.428,10.498,0.144,0.020215,86.643,0.0699999999999985,10.432,10.499,0.139,0.027858,86.643,0.0670000000000001,9.973530082695447,10.31107,188.78726,1.6185385,0.643978,2.41531,1040,1.6859263715571744,0.4161928861560863,0.4121928861560866,0.87066280346064,0.5331228861560863,Mid
8261-6102,1-258315,0.0228629,0.599,0.599,85.9,6.978583912653873,3,1,0,10.299,10.457,0.305,0.019944,35.103,0.1580000000000012,10.353,10.419,0.141,0.019155,35.194,0.0660000000000007,9.973041448123851,10.310582,75.83746,0.94386476,0.864719,5.54978,1040,3.3328126154728026,0.048987369824821866,-0.005012630175178511,0.3749459217009701,0.037405369824821184,Mid
8261-3701,1-575838,0.0409084,0.619,0.619,157.1,6.4740488655246,1,1,0,10.8,10.877,0.161,0.021888,69.808,0.0769999999999999,10.852,10.885,0.072,0.020126,69.808,0.0329999999999994,10.580615958139038,10.918157,144.62688,1.0967014,0.736539,4.97921,1040,5.4130344828627655,0.31934774399455024,0.2673477439945506,0.5387317858555127,0.2011907439945502,Mid
8261-6101,1-258118,0.0671612,0.124,0.124,255.8,7.722081818124582,1,1,0,11.547,11.604,0.121,0.024158,78.077,0.0569999999999986,11.58,11.605,0.056,0.026081,85.847,0.0250000000000003,11.014629728672045,11.35217,257.45895,0.9303335,0.752772,6.58426,1040,10.274019231603154,0.35156527732660947,0.31856527732660994,0.8839355486545653,0.5463952773266108,High
8261-3704,1-258685,0.0861471,0.279,0.279,205.0,5.874876011321184,3,1,2,11.42,11.487,0.141,0.034336,17.992,0.0670000000000001,11.417,11.485,0.144,0.034355,18.091,0.0679999999999996,11.019818074969756,11.357359,206.12259,0.94419485,0.966007,4.3242,4096,9.805218022777003,0.2651173521154829,0.26811735211548293,0.6652992771457271,0.3277583521154821,High
8261-12705,1-575847,0.0257328,0.674,0.674,121.6,11.169106477273854,3,1,0,10.72,10.72,0.0,0.019599,76.03,0.0,10.712,10.714,0.004,0.018453,75.374,0.0020000000000006,10.31204823411121,10.649589,94.875824,0.9040511,0.411278,12.2771,1088,5.982816353005239,0.07662570916118887,0.08462570916118978,0.48457747504998006,0.14703670916118897,Mid
8261-3703,1-258477,0.0658507,0.044,0.044,286.1,7.147198554240802,1,1,0,11.607,11.65,0.092,0.029496,82.799,0.043000000000001,11.64,11.652,0.024,0.030109,82.799,0.0119999999999986,10.94790697237356,11.285447,291.61655,0.9831886,0.923742,4.56144,1040,9.338035016122381,0.3582887490521484,0.32528874905214705,1.0173817766785886,0.6798417490521481,High
8601-1901,1-211100,0.0309313,0.219,0.219,182.4,4.852062892923976,1,1,0,10.756,10.792,0.079,0.032342,86.357,0.0359999999999995,10.76,10.793,0.072,0.055696,86.357,0.0329999999999994,10.272797395340085,10.610338,185.91325,1.2553668,0.772068,2.99247,1040,3.104510947832309,0.340022797143271,0.3360227971432714,0.8232254018031864,0.4856847971432706,Mid
8451-6103,1-558910,0.0587222,0.441,0.441,210.1,7.840231411025583,1,1,0,11.346,11.346,0.0,0.036063,67.371,0.0,11.316,11.338,0.048,0.031146,86.206,0.0219999999999984,10.891018112401628,11.228559,204.89348,0.8864808,0.681116,6.47136,1040,9.212005160873213,0.3068193656524789,0.33681936565247833,0.7618012532508507,0.4242603656524784,High
8451-6102,1-256048,0.0757031,0.073,0.073,264.6,7.663572357290247,1,1,0,11.614,11.645,0.065,0.040179,39.215,0.0309999999999988,11.757,11.758,0.0,0.037142,3.043,0.0009999999999994,11.041759706274034,11.3793,277.5229,0.9204731,0.831523,5.8069,1040,11.378047367695281,0.3940743030892632,0.2510743030892643,0.9663145968152301,0.6287743030892633,High
8451-3703,1-277858,0.036215,0.565,0.565,232.3,5.190057030885862,1,1,0,11.041,11.078,0.079,0.031325,71.404,0.036999999999999,11.032,11.099,0.14,0.025136,71.413,0.0670000000000001,10.46055056891297,10.798091,223.62572,1.1688844,0.660241,4.46581,1168,3.863336141243773,0.310414916154464,0.3194149161544644,0.8908643472414948,0.553323916154465,High
8082-1901,1-38103,0.0285588,0.093,0.093,73.1,3.3475227646712336,1,1,2,9.822,9.838,0.037,0.047218,33.361,0.016,9.871,9.871,0.0,0.043425,28.471,0.0,9.752312787359235,10.089853,71.84485,1.402576,0.942915,2.06588,4224,1.98325049896737,0.2535777725291217,0.20457777252912052,0.3232649851698855,-0.01427522747087881,Low
8082-3702,1-37973,0.0213565,0.636,0.636,69.1,4.397251002501932,1,1,0,7.897,9.682,0.984,0.059528,70.321,1.785,9.041,9.723,0.792,0.051539,86.56,0.6820000000000004,8.797167094287605,9.134707,46.05098,0.87257534,0.447441,5.10403,1168,1.9652529665601457,1.7883051295563415,0.6443051295563413,0.8881380352687364,0.5505981295563411,Low
8082-1902,1-604037,0.0210053,0.695,0.695,72.1,3.681179457311765,3,1,0,9.655,9.764,0.222,0.024449,53.934,0.1089999999999999,9.633,9.764,0.261,0.024411,53.614,0.1310000000000002,9.78006804345301,10.117609,65.76693,1.39601,0.699997,3.26276,1552,1.618856777708096,0.2556324823503441,0.2776324823503444,0.13056443889733332,-0.20697651764965636,Low
8082-12701,1-604017,0.0268005,0.814,0.814,100.5,10.6769126979091,1,1,0,10.452,10.691,0.423,0.0179,50.106,0.2390000000000007,10.421,10.699,0.473,0.017894,49.896,0.2780000000000004,10.09703507181124,10.434576,66.77192,0.91379124,0.680154,9.84356,1040,5.948767290080202,0.037023624380631094,0.06802362438063174,0.3919885525693916,0.05444762438063125,Mid
8082-12703,1-38042,0.021046,0.82,0.82,101.2,7.271227501045243,3,1,2,10.214,10.224,0.021,0.026399,75.862,0.0099999999999997,10.073,10.203,0.259,0.024804,76.686,0.129999999999999,9.935544043266502,10.273085,70.20763,0.9737929,0.357416,9.16724,4624,3.2036743025067507,0.04982589879104856,0.19082589879104855,0.32828185552454725,-0.009259101208951095,Low
8082-3704,1-38374,0.0238287,0.626,0.626,67.5,3.3044680643277333,1,1,0,9.635,9.677,0.091,0.039521,67.791,0.0419999999999998,9.573,9.665,0.189,0.039405,66.647,0.0919999999999987,9.761018475218949,10.098559,60.53519,1.3041561,0.545121,3.38584,1168,1.6428768243963452,0.21002973843963932,0.2720297384396387,0.08401126322069051,-0.2535292615603608,Low
8082-9102,1-109394,0.0361073,0.825,0.825,140.8,5.8468736000974,1,1,2,10.682,10.682,0.0,0.02583,80.22,0.0,10.684,10.684,0.0,0.025599,79.682,0.0,10.29984928260137,10.63739,100.694405,0.9734468,0.42712,7.17137,4288,4.3398717513215495,0.026896491324833887,0.024896491324835093,0.4090472087234644,0.07150649132483437,Mid
8143-3702,1-44483,0.0245084,0.174,0.174,136.1,4.939794511256098,1,1,0,10.31,10.433,0.246,0.018468,74.393,0.1229999999999993,10.339,10.442,0.21,0.018502,75.958,0.1029999999999997,9.805059543057055,10.1426,129.41724,1.1750962,0.469767,4.45479,1168,2.5238805094969408,0.38146197269696624,0.35246197269696633,0.8864024296399113,0.548861972696967,Mid
8143-12703,1-44565,0.0152769,0.694,0.694,72.1,8.768939468843051,1,1,0,9.399,9.851,0.647,0.027925,82.98,0.4520000000000017,9.808,9.912,0.213,0.02701,82.867,0.1040000000000009,9.075156285645894,9.412697,51.129093,0.92724085,0.223228,15.1707,1024,2.8242655268039862,0.5346506179029376,0.12565061790293694,0.8584943322570424,0.5209536179029371,Low
8143-6101,1-72322,0.126168,0.751,0.751,260.5,6.576368832543309,3,1,0,11.876,11.889,0.03,0.042767,49.366,0.0129999999999999,11.858,11.895,0.081,0.043359,49.497,0.036999999999999,11.220110704263991,11.5576515,226.27643,1.0332427,0.754247,6.02849,1024,15.351019940399103,0.08482478773975459,0.1028247877397535,0.740714083475763,0.4031732877397536,High
8143-3704,1-44418,0.0315773,0.137,0.137,241.7,8.282852514016703,1,1,0,11.189,11.194,0.007,0.0285,55.602,0.0050000000000007,11.183,11.189,0.009,0.030248,82.799,0.0060000000000002,10.573077088668873,10.910618,255.33054,1.3127424,0.928551,4.22093,1040,5.4061082225383625,0.4234991783985298,0.42949917839853013,1.039422089729657,0.7018811783985304,High
8256-1901,1-277154,0.0246318,0.596,0.596,42.1,2.8469026800750794,1,1,2,9.201,9.321,0.242,0.067308,49.109,0.1199999999999992,9.169,9.329,0.308,0.067349,49.217,0.1600000000000001,9.134177107576766,9.471718,38.90684,0.9840702,0.689896,2.76216,4672,1.4616679125862775,0.20930954669203292,0.24130954669203294,0.2761324391152671,-0.06140845330796575,Low
8256-6103,1-256048,0.0757031,0.054,0.054,270.2,7.586707387315667,1,1,0,11.585,11.671,0.179,0.018856,39.215,0.0859999999999985,11.619,11.68,0.129,0.0186,11.198,0.0609999999999999,11.041759706274034,11.3793,275.79672,0.9229351,0.831523,5.8069,1040,11.263926533636047,0.41327691853260606,0.37927691853260714,0.9565172122585731,0.6189769185326063,High
8256-3702,1-277159,0.0251058,0.609,0.609,72.9,3.82269127342558,1,1,2,9.645,9.814,0.323,0.026952,73.975,0.1690000000000004,9.569,9.804,0.417,0.026522,75.571,0.2349999999999994,9.520335467453856,9.857876,67.208984,0.9802964,0.551099,4.23141,4240,1.9992798502209848,0.376137164923688,0.4521371649236868,0.5008016974698313,0.1632611649236884,Low
8256-3701,1-277161,0.0240103,0.578,0.578,162.0,4.833342983773727,1,1,0,10.577,10.616,0.083,0.02364,58.374,0.0389999999999997,10.601,10.607,0.013,0.024728,78.632,0.0059999999999984,10.145820818801546,10.483361,149.54669,1.4111104,0.719208,3.88575,1040,2.4207647734697417,0.22191511647540274,0.19791511647540183,0.6530942976738565,0.3155541164754023,Mid
8256-12701,1-277691,0.0255946,0.727,0.727,78.6,3.5020294819411952,1,1,2,9.806,9.806,0.0,0.038265,86.816,0.0,9.807,9.807,0.0,0.04176,86.816,0.0,9.313820836928237,9.651361,61.04911,1.0005546,0.376089,4.68626,4288,1.8661265356554606,0.10170867796473129,0.10070867796473006,0.5938878410364938,0.2563476779647308,Low
8256-6104,1-558910,0.0587222,0.429,0.429,212.6,7.840231411025583,1,1,0,11.37,11.371,0.0,0.027728,66.159,0.0010000000000012,11.342,11.363,0.046,0.029189,86.206,0.020999999999999,10.891018112401628,11.228559,206.31587,0.96288025,0.681116,6.47136,1040,9.212005160873213,0.2888283592890531,0.3168283592890518,0.7678102468874239,0.43026935928905163,High
8256-3703,1-277858,0.036215,0.572,0.572,228.8,5.073048748510358,1,1,0,11.016,11.085,0.142,0.018158,69.394,0.0690000000000008,11.019,11.088,0.145,0.018619,70.314,0.068999999999999,10.46055056891297,10.798091,220.35863,1.3250757,0.660241,4.46581,1168,3.7762383842372405,0.3127284452090866,0.30972844520908654,0.868177876296117,0.5306374452090872,High
8249-1901,1-137890,0.0265684,0.081,0.081,113.1,2.8304118867321995,1,1,2,10.052,10.053,0.0,0.045587,68.709,0.0010000000000012,10.058,10.058,0.0,0.045672,68.709,0.0,9.57564961475522,9.91319,110.28433,1.3304092,0.549448,2.95254,4224,1.5637795351965298,0.2926120590720963,0.286612059072096,0.7689624443168763,0.43142205907209574,Low
8249-6103,1-155456,0.040334,0.075,0.075,177.8,10.96452902143009,1,1,0,11.146,11.207,0.129,0.005211,80.043,0.0609999999999999,11.175,11.207,0.07,0.005231,77.69,0.032,10.75291463509087,11.090455,182.65175,0.9395984,0.962315,6.54493,1040,9.045091906665837,0.399069574750768,0.3700695747507681,0.7921549396598995,0.4546145747507684,High
8249-3702,1-155558,0.0267975,0.601,0.601,76.6,3.6731695601150114,1,1,2,9.907,9.908,0.0,0.043119,71.05,0.0009999999999994,9.907,9.907,0.0,0.043109,71.274,0.0,9.58818988365828,9.925731,68.53065,1.0348551,0.589713,3.97204,4288,2.046327903057956,0.14115384380109716,0.14115384380109716,0.4599639601428166,0.1224228438010964,Low
8249-1902,1-137915,0.031543,0.065,0.065,94.7,3.78953009621513,2,1,2,10.238,10.24,0.006,0.026827,18.768,0.0020000000000006,10.229,10.238,0.02,0.026834,18.833,0.0090000000000003,9.97464292839714,10.312183,96.901924,1.2821367,0.961667,2.61801,4224,2.4707918210289894,0.1929098707956217,0.20190987079562206,0.45626694239848153,0.11872687079562212,Low
8249-12704,1-567155,0.0269196,0.748,0.748,105.1,14.717654485176892,1,1,2,10.711,11.108,0.598,0.009661,36.763,0.3970000000000002,10.74,11.097,0.561,0.009627,36.763,0.3569999999999993,10.476559203651648,10.8141,77.04797,0.91238314,0.851141,12.1608,4096,8.235366929376214,0.04361427110823559,0.014614271108235618,0.27805506745658753,-0.0594857288917639,Mid
8249-3701,1-137801,0.0490247,0.305,0.305,223.4,5.861461074503128,1,1,0,11.138,11.209,0.149,0.013023,84.745,0.0709999999999997,11.135,11.207,0.149,0.025124,84.356,0.0720000000000009,10.795426724862065,11.132967,221.69278,1.019932,0.89272,4.92367,1040,5.816408031964661,0.3835668798728982,0.38656687987289845,0.7261401550108335,0.38859987987289735,High
8249-12703,1-137908,0.0269041,0.812,0.812,108.8,18.16833557706073,1,1,2,10.654,10.945,0.488,0.014897,52.997,0.2910000000000003,10.996,10.996,0.0,0.005073,52.815,0.0,10.483939439016067,10.82148,64.95823,0.9022998,0.700622,16.0867,4096,10.160556900465615,0.04359479306907374,-0.29840520693092676,0.21365535405300634,-0.1238852069309257,Mid
8249-6101,1-155463,0.026734,0.605,0.605,93.3,6.0483617197121164,1,1,0,10.615,10.999,0.586,0.01651,18.252,0.3840000000000003,10.598,10.995,0.598,0.016433,18.264,0.3969999999999984,9.90889927758109,10.24644,82.70588,1.0076098,0.558139,6.21499,1168,3.3618247577200244,-0.18794323939207158,-0.17094323939207212,0.5181574830268382,0.18061676060792883,Mid
8249-3704,1-137883,0.0268253,0.512,0.512,127.1,5.708887701277022,1,1,0,10.516,10.516,0.0,0.035198,61.039,0.0,10.513,10.516,0.005,0.035258,61.024,0.0030000000000001,9.927267680810882,10.264809,114.415474,1.0612565,0.802596,4.68612,1168,3.183621545448786,0.16929987896295787,0.17229987896295793,0.7580321981520759,0.4204908789629583,Mid
8249-6104,1-137845,0.0320271,0.238,0.238,211.8,8.779236749316889,1,1,0,11.116,11.189,0.153,0.003015,86.055,0.0730000000000004,11.121,11.19,0.147,0.004828,86.055,0.068999999999999,10.672021156605512,11.009562,210.64024,1.0232059,0.744394,7.28768,1040,5.808558719314277,0.36055998143489415,0.3555599814348934,0.8045388248293822,0.46699798143489313,High
8249-12705,1-137853,0.0321364,0.072,0.072,207.5,9.871116816688676,1,1,0,11.153,11.281,0.255,0.013578,3.562,0.1280000000000001,11.162,11.297,0.265,0.013579,3.387,0.1349999999999998,10.637300560077282,10.974841,212.44135,0.98251045,0.86344,6.52672,1040,6.552397465760867,0.3832872543472188,0.37428725434721827,0.8989866942699372,0.5614462543472195,High
