plateifu,mangaid,z,Lambda_Re,lambda_r,Sigma_Re,Re_arcsec_MGE,Qual,drp3qual,target,log_Ms_Re_cyl,log_Mt_Re_cyl,fdm_Re_cyl,chi2_dof_cyl,inc_deg_cyl,log_excess,log_Ms_Re_sph,log_Mt_Re_sph,fdm_Re_sph,chi2_dof_sph,inc_deg_sph,log_excess_sph,nsa_elpetro_mass,PHOTOMETRIC_MASS,STELLAR_SIGMA_1RE,STELLAR_RCHI2_1RE,drp_nsa_elpetro_ba,drp_nsa_elpetro_th50_r,drp_mngtarg1,Re_kpc,rar_resid,rar_resid_sph,rar_resid_nsa,rar_resid_firefly,mass_tertile
9890-6101,1-263694,0.055455,0.366,0.366,188.0,7.41266566640729,1,1,0,11.347,11.348,0.0,0.036269,34.998,0.0010000000000012,11.288,11.289,0.0,0.033621,43.955,0.0009999999999994,10.83311968863477,11.17066,187.4698,0.9709599,0.977645,6.6572,1040,8.25701135922205,0.1810944297281658,0.2400944297281651,0.6949747410933949,0.35743442972816547,High
9890-9102,1-632854,0.0657099,0.054,0.054,246.7,10.85253839067585,1,1,0,11.578,11.683,0.213,0.020228,39.215,0.1050000000000004,11.579,11.686,0.217,0.020362,14.767,0.1069999999999993,11.109322011318245,11.446862,255.42125,0.9060745,0.727508,7.69901,1024,14.151210643451524,0.4527165630077469,0.4517165630077456,0.9213945516895017,0.583854563007747,High
10223-3703,1-36098,0.0248072,0.742,0.742,99.5,5.66443114365344,1,1,0,10.42,10.598,0.336,0.025255,31.736,0.1780000000000008,10.422,10.574,0.296,0.025274,31.826,0.1519999999999992,9.912188034579469,10.249728,88.61273,0.96440434,0.752341,4.39646,1168,2.9283407055843518,0.007022753213074207,0.005022753213073641,0.5148347186336055,0.1772947532130749,Mid
8240-12703,1-123171,0.111426,0.053,0.053,256.0,8.905923474290512,1,1,2,11.754,11.823,0.147,0.031153,86.357,0.0690000000000008,11.775,11.815,0.087,0.091141,86.357,0.0399999999999991,11.30865190388196,11.646193,260.22208,0.87614435,0.619218,8.068,4096,18.67170533085142,0.4132811883128669,0.39228118831286607,0.8586292844309058,0.5210881883128662,High
7993-1902,1-603309,0.0265066,0.071,0.071,83.8,5.691759093971824,1,1,0,10.062,10.108,0.1,0.033129,80.043,0.0460000000000011,10.115,10.115,0.0,0.029729,35.721,0.0,10.136263842372887,10.473804,84.801186,1.7993097,0.987148,3.07179,1552,3.137570776941616,0.35680629928426505,0.30380629928426434,0.2825424569113771,-0.05499770071573502,Low
10496-6101,1-154273,0.0273789,0.703,0.703,122.9,6.373415610411309,1,1,0,10.484,10.484,0.0,0.035342,86.789,0.0,10.479,10.479,0.0,0.034721,86.789,0.0,9.684259027392567,10.0218,101.61331,0.9708451,0.400542,7.68998,1168,3.625120530255015,0.15463256339597128,0.15963256339597204,0.9543735360034039,0.6168325633959706,Mid
10506-6101,1-300672,0.0240251,0.709,0.709,85.0,7.898927984515403,1,1,0,10.162,10.507,0.548,0.023594,41.059,0.3449999999999988,9.992,10.566,0.733,0.022211,41.059,0.5739999999999998,10.00471249264023,10.342253,72.70939,0.93482214,0.868232,6.43741,1552,3.95852096150439,0.22412286677200766,0.3941228667720076,0.3814103741317781,0.04386986677200906,Low
11836-12704,1-1186,0.021477269,0.815,0.815,83.7,7.514359866244861,3,1,0,10.001,10.077,0.16,0.036521,79.342,0.0760000000000005,9.629,10.028,0.601,0.036197,79.886,0.3990000000000009,9.602019404612184,9.93956,49.786816,0.88994545,0.29228926,12.309506,1040,3.376870585608468,-0.012847961564725004,0.3591520384352749,0.3861326338230904,0.04859203843527434,Low
10515-1902,1-78291,0.024034,0.702,0.702,141.9,4.227622282975343,3,1,0,10.415,10.436,0.047,0.035265,54.845,0.0210000000000007,10.352,10.452,0.205,0.042543,55.583,0.0999999999999996,10.077404246398098,10.414945,125.63315,1.1963335,0.692409,3.75661,1040,2.119420524718516,0.17483454926906522,0.23783454926906406,0.5124303028709665,0.17488954926906486,Mid
9892-3701,1-295463,0.0632161,0.285,0.285,203.3,6.102743135341805,1,1,0,11.16,11.232,0.152,0.025225,47.03,0.0719999999999991,11.207,11.219,0.025,0.022957,60.131,0.0119999999999986,11.008719373494715,11.34626,203.6551,0.9934443,0.87502,4.72048,1040,7.678283893353789,0.40846366163878206,0.3614636616387815,0.5597442881440671,0.22220366163878302,High
9893-12703,1-324658,0.0372185,0.735,0.735,158.7,7.544358325962072,1,1,0,10.885,10.895,0.023,0.026123,66.565,0.0099999999999997,10.858,10.895,0.079,0.028725,67.342,0.036999999999999,10.514647350065127,10.852188,135.47665,0.91523457,0.433482,9.11834,1552,5.7644605894562515,0.20489648804923116,0.23189648804923044,0.5752491379841039,0.23770848804923098,High
9893-3701,1-324619,0.0308062,0.702,0.702,87.3,4.275700560457088,1,1,2,10.092,10.092,0.0,0.040521,79.048,0.0,9.906,10.049,0.28,0.037691,86.688,0.1429999999999989,9.837498792622885,10.175039,73.777916,0.9568541,0.485322,5.01674,4672,2.7250823961082906,0.1446413209133056,0.3306413209133056,0.3991425282904213,0.06160232091330619,Low
9893-3703,1-326103,0.0375402,0.497,0.497,276.2,5.290318722531048,1,1,0,11.211,11.26,0.103,0.022127,72.954,0.0489999999999994,11.172,11.247,0.153,0.023663,86.636,0.0749999999999992,10.707739603048942,11.04528,270.73117,1.4392468,0.630998,4.4911,1040,4.0755656229168205,0.32967332614010036,0.36867332614010007,0.8329337230911582,0.4953933261401006,High
9893-3704,1-325913,0.0313472,0.575,0.575,108.6,6.9603823867149845,1,1,2,10.528,10.533,0.012,0.027676,59.7,0.004999999999999,10.47,10.534,0.138,0.027224,60.214,0.064,10.213637271141508,10.551178,101.843864,0.96979713,0.694682,5.12011,4224,4.511098651579812,0.20756097672495896,0.26556097672495876,0.5219237055834516,0.18438297672495924,Mid
9893-6103,1-324635,0.0389033,0.758,0.758,151.6,6.548962807852087,3,1,0,10.729,10.847,0.237,0.018649,73.9,0.1180000000000003,10.687,10.836,0.291,0.022714,76.233,0.1490000000000009,10.56929313035299,10.906834,125.199844,0.9328358,0.474779,7.12534,1040,5.219835996753664,0.24927334903733048,0.29127334903733026,0.40898021868433904,0.07143934903732983,Mid
9893-9101,1-324738,0.0478243,0.065,0.065,230.4,9.351104084397438,1,1,0,11.416,11.655,0.422,0.019572,2.872,0.238999999999999,11.419,11.661,0.426,0.019572,2.859,0.2419999999999991,10.815062797550056,11.152603,233.56996,0.87795925,0.822047,7.51834,1040,9.065004603554138,0.3436109172495847,0.34061091724958464,0.9445481196995296,0.6070079172495859,High
9894-12703,1-294633,0.0320091,0.717,0.717,107.2,5.141400648402039,1,1,2,10.324,10.325,0.001,0.032751,78.933,0.0009999999999994,10.285,10.314,0.065,0.032511,79.831,0.0289999999999999,10.029696194960756,10.367237,87.823814,0.98647654,0.377588,6.20554,4608,3.3998390184680973,0.16009185664590117,0.19909185664590084,0.45439566168514456,0.11685485664590159,Mid
9894-12705,1-294344,0.0230433,0.797,0.797,77.7,7.085651745530592,1,1,0,9.606,9.914,0.507,0.029185,78.356,0.3079999999999998,9.971,9.971,0.0,0.029669,79.886,0.0,9.526107850524356,9.863648,46.500927,0.89002526,0.331655,10.0264,1168,3.409899805349422,0.3270737549942571,-0.03792624500574317,0.40696590446990066,0.06942575499425747,Low
9894-1901,1-294387,0.0310165,0.634,0.634,223.5,3.4862444734957414,1,1,0,10.826,10.828,0.0,0.039633,82.573,0.0019999999999988,10.815,10.825,0.021,0.038112,86.749,0.0099999999999997,10.348937342660845,10.686478,210.71233,1.6285791,0.553874,3.44828,1168,2.2365290233701463,0.2363633527905575,0.24736335279055843,0.7134260101297132,0.37588535279055874,Mid
9894-3701,1-294356,0.0232843,0.763,0.763,142.0,5.515109300495621,3,1,0,10.5,10.5,0.0,0.031011,81.335,0.0,10.499,10.499,0.0,0.030525,80.663,0.0,10.129351474618955,10.466892,112.13916,1.3119605,0.477112,4.6623,1040,2.681065212822891,0.09323089041829495,0.09423089041829444,0.46387941579933945,0.1263388904182953,Mid
9894-6104,1-294374,0.0353909,0.74,0.74,111.9,6.912882751590808,1,1,0,10.682,10.768,0.18,0.025304,36.955,0.0860000000000003,10.49,10.792,0.5,0.027912,37.167,0.3019999999999996,10.33770080161468,10.675241,87.12809,0.9412429,0.773976,5.98559,1168,5.0336563875705025,-0.034391131186654086,0.1576088688133461,0.3099080671986661,-0.027632131186653405,Mid
10493-1901,1-352045,0.0315512,0.221,0.221,163.7,4.39954535697664,1,1,2,10.701,10.749,0.103,0.044075,26.979,0.048,10.694,10.747,0.115,0.044123,26.961,0.052999999999999,10.145466784494186,10.483007,165.77214,1.2111708,0.93221,3.14592,4224,2.8692420037008386,0.2611991833994515,0.26819918339945104,0.816732398905266,0.4791921833994513,Mid
11939-3702,1-456742,0.02770373,0.69,0.69,63.5,4.226876173464526,1,1,2,9.506,9.739,0.415,0.04991,74.288,0.2330000000000005,9.722,9.768,0.099,0.051863,83.686,0.0460000000000011,9.535824749237156,9.873365,51.4261,0.8858508,0.4969082,4.7744794,4672,2.43176281096963,0.36769730801363426,0.15169730801363493,0.33787255877647876,0.00033230801363472065,Low
8096-1902,1-42285,0.017813,0.197,0.197,66.7,7.321785594979159,1,1,0,9.737,9.832,0.197,0.042978,82.799,0.0950000000000006,9.779,9.823,0.095,0.044813,82.799,0.0440000000000004,9.352992445447027,9.690533,66.01851,0.97336984,0.893616,2.94571,1552,2.7411581821712905,0.4056744499957094,0.3636744499957095,0.7896820045486822,0.45214144999570904,Low
10510-9101,1-188593,0.0199395,0.648,0.648,69.4,5.108815437615156,1,1,0,9.298,9.633,0.537,0.067805,82.581,0.3349999999999991,8.921,9.6,0.791,0.067354,86.789,0.6790000000000003,8.872961739138402,9.210503,48.961758,0.83956325,0.309261,7.58587,1168,2.1354529798059017,0.47661293476761596,0.8536129347676167,0.9016511956292139,0.5641099347676167,Low
10512-12702,1-605611,0.0266743,0.617,0.617,117.6,9.723969552941956,1,1,0,10.795,11.048,0.442,0.011154,25.834,0.2530000000000001,10.758,11.039,0.477,0.011269,25.92,0.2810000000000006,10.292787535198327,10.630328,111.61593,0.8878839,0.650518,9.5693,1088,5.393136307311047,0.09770267684561348,0.13470267684561427,0.5999151416472862,0.26237467684561294,Mid
10500-6104,1-300493,0.117511,0.779,0.779,132.5,7.189417012931679,1,1,2,11.35,11.473,0.246,0.049473,41.103,0.1230000000000011,11.305,11.512,0.378,0.050571,41.103,0.2070000000000007,10.81937413268986,11.156915,103.016884,0.8797367,0.803301,6.08398,4160,15.785661627185775,-0.0605114763215449,-0.01551147632154498,0.47011439098859403,0.1325735236784551,High
10497-9101,1-412264,0.104962,0.124,0.124,287.1,10.21257198777971,1,1,0,11.921,11.932,0.023,0.052379,85.23,0.011000000000001,11.924,11.932,0.016,0.05481,85.23,0.0080000000000008,11.205748245134004,11.543289,307.84775,0.91891944,0.742539,6.91479,1040,20.319565015183336,0.42899528975454476,0.42599528975454454,1.1442470446205406,0.8067062897545443,High
12622-1902,1-420769,0.024402563,0.645,0.645,100.7,2.971233749504792,1,1,0,10.028,10.161,0.264,0.036008,31.598,0.1329999999999991,10.025,10.166,0.277,0.035837,31.638,0.141,9.595165800878624,9.932707,100.33209,1.3959043,0.7640088,2.5253625,1168,1.5117255939803569,0.2197615995210103,0.2227615995210103,0.652595798642387,0.3150545995210101,Low
11949-12701,1-211790,0.030989692,0.814,0.814,113.9,13.60986170442152,3,1,0,10.899,10.949,0.109,0.020922,68.657,0.0500000000000007,10.939,10.948,0.02,0.020766,68.463,0.0090000000000003,10.38231885343682,10.719859,69.930435,0.8876474,0.4992527,14.03686,1040,8.723865154390433,-0.2035496809059266,-0.24354968090592757,0.31313146565725286,-0.024408680905927155,High
7959-6102,1-177358,0.030814,0.28,0.28,105.3,10.867243417948114,1,1,0,10.663,10.663,0.0,0.024199,18.631,0.0,10.683,10.684,0.0,0.021614,18.69,0.0009999999999994,10.626471765211086,10.964012,106.96932,0.9609487,0.803545,8.30375,1040,6.9278361289851516,0.3015249919082183,0.2815249919082188,0.3380532266971325,0.0005129919082182321,Mid
12772-9101,1-33215,0.018487357,0.804,0.804,72.7,5.36113311702556,1,1,0,9.778,9.778,0.0,0.134706,77.705,0.0,9.519,9.725,0.378,0.126565,77.384,0.2059999999999995,9.271817963551635,9.609359,55.5431,0.86309797,0.34591565,6.958997,1168,2.081395775728552,0.09502381466359407,0.3540238146635945,0.6012058511119593,0.26366481466359504,Low
11965-9102,1-335448,0.0323387,0.784,0.784,103.5,9.457965324312337,1,1,0,10.464,10.555,0.189,0.024787,72.429,0.0909999999999993,10.266,10.541,0.468,0.028422,72.475,0.2750000000000003,10.298358047860996,10.635899,77.37972,0.9018776,0.5403465,10.138624,1552,6.316128660643268,0.17911419139081058,0.3771141913908109,0.3447561435298154,0.007215191390810747,Mid
12621-3703,1-591979,0.033943534,0.691,0.691,162.1,5.299023678961307,1,1,0,10.641,10.707,0.139,0.018785,66.436,0.0660000000000007,10.59,10.695,0.214,0.018605,64.182,0.1050000000000004,10.503498940687471,10.84104,153.35399,1.2050517,0.73801464,4.366344,1040,3.707174468619825,0.3648421010836102,0.4158421010836103,0.5023431603961388,0.1648021010836107,Mid
11015-3702,1-456492,0.022773592,0.768,0.768,71.3,2.67876525007318,1,1,0,9.595,9.641,0.101,0.047604,59.946,0.0459999999999993,9.548,9.631,0.174,0.048005,59.646,0.0830000000000001,9.483473495479547,9.821014,61.620113,1.0644145,0.6257094,2.593906,1168,1.2744581174867722,0.1551794641576449,0.2021794641576456,0.2667059686780985,-0.07083453584235433,Low
12620-12703,1-419266,0.016636044,0.717,0.717,64.9,10.2102925235383,1,1,2,9.877,9.877,0.0,0.030911,77.381,0.0,9.676,9.842,0.317,0.030165,79.61,0.1660000000000003,9.86831607816742,10.205856,50.736755,0.88112134,0.2231122,21.899239,4160,3.5751258353240902,0.15234562270638963,0.35334562270639025,0.1610295445389711,-0.17651037729361035,Low
11976-3701,1-444980,0.03940029,0.158,0.158,110.5,7.181264777262816,1,1,0,10.489,10.528,0.087,0.02822,39.215,0.0389999999999997,10.652,10.723,0.149,0.028064,2.838,0.0710000000000015,10.56835751393872,10.905898,115.23292,1.3580893,0.7904224,4.2480516,1040,5.793472699040665,0.4625010143674714,0.2995010143674728,0.38314350042875234,0.04560301436747155,Mid
12620-3702,1-625510,0.06091387,0.438,0.438,246.1,8.31562326640935,1,1,0,11.572,11.573,0.002,0.057542,39.296,0.0010000000000012,11.515,11.571,0.12,0.055102,41.584,0.0559999999999991,10.936526811329166,11.274068,251.43718,0.87066835,0.8352222,6.7394586,1040,10.10894368714541,0.29897368720348605,0.3559736872034847,0.934446875874319,0.5969056872034855,High
12652-6102,1-270492,0.04603706,0.217,0.217,216.6,9.644187026958708,1,1,0,11.348,11.348,0.0,0.033973,54.062,0.0,11.331,11.356,0.055,0.033547,52.618,0.0250000000000003,10.836161243731665,11.173702,226.00934,0.9481088,0.8655569,5.997075,1040,9.018979796145087,0.38081910368825156,0.39781910368825285,0.8926578599565876,0.5551171036882518,High
12667-9102,1-211545,0.03208494,0.546,0.546,173.5,8.649221935492289,3,1,0,10.994,11.02,0.055,0.023714,57.328,0.0259999999999998,10.98,11.012,0.07,0.027186,59.419,0.032,10.58796495861434,10.925506,168.79274,0.9335393,0.6340265,7.5997477,1040,5.732472270754992,0.284458404385025,0.29845840438502436,0.6904934457706855,0.3529524043850245,High
12674-1902,1-594491,0.03396355,0.578,0.578,259.2,4.003128115222616,1,1,0,10.959,11.007,0.1,0.030765,69.133,0.048,10.949,11.0,0.105,0.029961,86.357,0.0510000000000001,10.5067633810586,10.844304,253.68826,1.437525,0.8376072,3.2837095,1040,2.8021552799853144,0.3625018528082417,0.3725018528082416,0.8147384717496422,0.47719785280824223,High
12685-9101,1-98401,0.03449732,0.805,0.805,168.9,4.741201176995279,1,1,2,10.673,10.674,0.0,0.030808,82.556,0.0009999999999994,10.681,10.683,0.003,0.028504,86.789,0.0020000000000006,10.291682912067166,10.629224,136.84232,1.3484186,0.4055731,5.6482654,4240,3.36879041730399,0.19232376563234171,0.1843237656323425,0.5736408535651752,0.23609976563234095,Mid
11950-3703,1-250251,0.032152046,0.576,0.576,197.7,4.637028563437478,1,1,0,10.875,10.876,0.0,0.063343,63.759,0.0009999999999994,10.87,10.871,0.001,0.057226,61.97,0.0010000000000012,10.300921842872404,10.638462,192.46768,0.9603195,0.68814427,3.8901234,1168,3.0794765614326183,0.24760144121099323,0.252601441210994,0.8216795983385896,0.48413944121099267,Mid
12684-3703,1-98388,0.082225636,0.152,0.152,260.0,5.612183548294275,1,1,0,11.515,11.67,0.299,0.026004,23.627,0.1549999999999993,11.593,11.658,0.138,0.025526,23.733,0.0649999999999995,11.032492241062323,11.370033,262.41437,0.93617904,0.8897038,4.9285574,1040,8.981415897162956,0.34172895028183203,0.2637289502818327,0.8242367092195093,0.48669595028183327,High
12673-6102,1-210385,0.033317678,0.68,0.68,119.1,8.603806882737679,1,1,0,10.737,10.96,0.402,0.037047,31.64,0.2230000000000007,10.613,11.044,0.629,0.033257,31.643,0.4310000000000009,10.421828155753524,10.759369,119.78587,0.96882725,0.9696953,6.5040197,1040,5.912663940817435,0.25700329413268685,0.3810032941326874,0.5721751383791635,0.2346342941326874,Mid
11947-3701,1-564538,0.09950381,0.083,0.083,262.7,7.163349761449243,1,1,0,12.104,12.535,0.629,0.043603,2.574,0.4310000000000009,12.077,12.494,0.616,0.043603,2.577,0.4169999999999998,11.111962064920522,11.449503,264.20694,1.0129454,0.849034,5.1224346,1040,13.596879330562814,-0.06126339883218448,-0.03426339883218538,0.9307745362472922,0.5932336011678148,High
11981-12704,1-594878,0.03141178,0.821,0.821,117.8,9.49802150280189,3,1,0,10.508,10.764,0.445,0.01545,56.158,0.2560000000000002,10.16,10.759,0.748,0.014857,56.168,0.5990000000000002,10.39146462343198,10.729005,79.55546,0.9031975,0.6703122,8.7073,1040,6.1679706810326085,0.1488911986617848,0.4968911986617838,0.26542657522980323,-0.07211380133821682,Mid
12624-9102,1-406086,0.044902008,0.499,0.499,201.8,7.91369161549381,1,1,0,11.194,11.236,0.091,0.033309,86.56,0.0419999999999998,11.167,11.226,0.125,0.040951,86.56,0.059000000000001,10.63669941545476,10.97424,190.4889,0.8954417,0.62691706,7.2022686,1040,7.228011261145173,0.2901670839073621,0.31716708390736315,0.8474676684526025,0.5099270839073631,High
11940-6104,1-594544,0.03126501,0.777,0.777,131.5,6.491728144154494,1,1,0,10.679,10.68,0.002,0.028225,62.858,0.0009999999999994,10.464,10.668,0.375,0.03457,63.514,0.2039999999999988,10.288290148407109,10.625831,104.84387,0.96614224,0.66653275,5.9045153,1168,4.19674391075291,0.05040747102552179,0.26540747102552165,0.4411173226184132,0.10357647102552231,Mid
12090-6104,1-570537,0.04045266,0.25,0.25,217.3,9.579737132519057,2,1,0,11.327,11.344,0.036,0.034006,10.795,0.0169999999999994,11.349,11.35,0.0,0.033558,9.508,0.0009999999999994,10.70542588868222,11.042967,224.50395,0.92839265,0.9718017,5.762555,1040,7.924840487652332,0.33984741804188884,0.31784741804188854,0.9614215293596695,0.6238804180418879,High
12620-12704,1-421066,0.024348957,0.768,0.768,89.0,13.677156996470538,1,1,0,10.564,10.564,0.0,0.024014,62.591,0.0,10.507,10.582,0.158,0.024194,62.861,0.075000000000001,9.850513782734794,10.188054,58.63968,0.86831737,0.54616714,14.380154,1040,6.9439269072449035,-0.12060276037209883,-0.06360276037209839,0.5928834568931075,0.255343239627902,Mid
11015-12702,1-456879,0.023075432,0.476,0.476,136.4,23.05848478817331,1,1,0,10.821,10.87,0.107,0.031451,86.56,0.0489999999999994,10.816,10.872,0.121,0.031675,86.56,0.0559999999999991,9.896357537386525,10.233898,125.822556,1.22578,0.60002077,3.3519437,1040,11.111707566130958,0.4897067254894897,0.4947067254894887,1.4143491881029648,1.0768087254894896,Mid
12651-9102,1-325088,0.04436938,0.107,0.107,193.0,9.363760851500842,1,1,0,11.185,11.243,0.124,0.023234,80.043,0.0579999999999998,11.271,11.272,0.0,0.020385,26.565,0.0009999999999994,10.914877576394634,11.2524185,196.19794,0.8986356,0.9276332,6.882425,1040,8.456380004169274,0.3929822924581094,0.3069822924581092,0.663104716063476,0.3255637924581108,High
11949-3703,1-176444,0.030252442,0.179,0.179,168.8,9.432619322123296,1,1,0,10.919,10.919,0.0,0.035717,49.301,0.0,10.889,10.9,0.025,0.036908,57.243,0.011000000000001,10.330037519507597,10.667578,173.34401,0.9076249,0.77743036,6.5312076,1040,5.907687592528519,0.39564411455862564,0.4256441145586267,0.9846065950510293,0.6470661145586254,High
12089-1901,1-118202,0.042118464,0.722,0.722,103.0,6.865510877196338,1,1,0,10.81,10.81,0.0,0.041681,41.165,0.0,10.806,10.806,0.0,0.042291,41.189,0.0,10.25331086107272,10.590852,80.67674,0.8861449,0.92537725,5.443651,0,5.901567579132791,-0.1601270181508494,-0.15612701815084812,0.39656212077643127,0.05902098184915113,Mid
12085-6103,1-117014,0.02706228,0.872,0.872,142.6,4.77227948848437,3,1,0,10.429,10.495,0.141,0.026188,71.943,0.0659999999999989,10.504,10.511,0.017,0.021676,71.937,0.0069999999999996,10.193199062338202,10.53074,95.980484,0.9807834,0.45833373,5.3884196,1168,2.6840522293354727,0.02956574934428337,-0.04543425065571585,0.2653666870060816,-0.0721742506557162,Mid
12620-12702,1-575229,0.06087116,0.57,0.57,164.9,10.2863449297232,1,1,0,11.579,11.588,0.021,0.021914,26.058,0.0089999999999985,11.57,11.57,0.001,0.021446,26.102,0.0,11.02940127087698,11.366941,153.3673,0.84895486,0.87589896,9.264988,1040,12.496529285384963,-0.0453361292192319,-0.03633612921923149,0.5042625999037893,0.16672287078076817,High
11976-6101,1-546482,0.035453167,0.786,0.786,99.9,3.771809434144652,1,1,0,10.052,10.201,0.291,0.039569,60.691,0.1490000000000009,10.057,10.202,0.285,0.039298,61.459,0.1449999999999995,9.924979021903424,10.26252,89.29596,1.1841403,0.6104515,3.2068636,0,2.7510911615800913,0.35457751843654517,0.3495775184365443,0.48159849653312115,0.14405751843654438,Low
11948-12705,1-249704,0.09777598,0.1,0.1,284.2,6.10345082029252,1,1,0,11.672,11.712,0.085,0.041971,86.055,0.0399999999999991,11.679,11.712,0.071,0.067755,86.055,0.0329999999999994,11.180809393837292,11.51835,285.863,1.0123377,0.7435483,8.514633,1040,11.406675051188774,0.36288387949190776,0.3558838794919079,0.8540744856546165,0.5165338794919084,High
12673-9102,1-135104,0.028275568,0.461,0.461,65.5,8.334578280688117,1,1,2,10.668,10.728,0.128,0.054617,2.578,0.0600000000000005,10.649,10.662,0.029,0.053998,2.581,0.0130000000000016,9.946103559521289,10.283644,74.42504,0.91155386,0.7576595,7.196799,4288,4.890551806293937,-0.16979506718809292,-0.15079506718809285,0.5521013732906176,0.21456093281190558,Mid
12489-12705,1-140345,0.022431446,0.811,0.811,115.3,8.806816398914524,1,1,0,10.011,10.416,0.606,0.031055,79.712,0.4050000000000011,9.696,10.395,0.8,0.030855,79.249,0.6989999999999998,9.890269464388508,10.22781,69.98398,0.87965465,0.398511,10.792935,1552,4.128725992772747,0.3602222514524225,0.6752222514524219,0.48095278706391364,0.14341225145242184,Low
11947-6102,1-135927,0.061029173,0.812,0.812,115.5,8.587939389564749,1,1,0,10.909,10.943,0.075,0.049282,56.158,0.0339999999999989,10.741,10.975,0.417,0.053269,56.222,0.2339999999999999,10.439134246986082,10.776675,77.79008,0.9074626,0.67217857,8.438379,0,10.458319973768557,-0.04228072321970825,0.12571927678029268,0.42758502979421,0.0900442767802933,High
12700-3702,1-120162,0.021410512,0.5,0.5,95.1,5.103740198897196,1,1,0,9.929,10.12,0.354,0.043658,63.541,0.1909999999999989,9.804,10.111,0.507,0.043685,64.113,0.3070000000000004,9.660141081670345,9.997682,84.28798,0.8622048,0.6013449,4.966136,1168,2.2866211833626253,0.34713442982905157,0.4721344298290517,0.6159933481587072,0.27845242982905255,Low
11015-12701,1-457162,0.025981246,0.388,0.388,48.9,5.827231123888371,1,1,2,9.467,9.841,0.577,0.114534,42.069,0.3739999999999988,9.663,9.78,0.237,0.112141,42.426,0.1169999999999991,9.364225086576754,9.701766,41.53138,0.90166426,0.8175194,7.922263,4672,3.1505882681141837,0.3335532911006938,0.13755329110069403,0.4363282045239404,0.09878729110069515,Low
11968-9102,1-632201,0.033416502,0.826,0.826,113.1,6.940788038569136,1,1,2,10.356,10.534,0.337,0.021257,81.619,0.1780000000000008,10.112,10.488,0.579,0.018154,81.619,0.3759999999999994,10.24890335291584,10.586444,83.04658,0.92284685,0.52127594,7.613293,4288,4.783390415492743,0.22778824886948973,0.47178824886948956,0.33488489595364884,-0.0026557511305105915,Mid
11981-6101,1-293932,0.03326994,0.678,0.678,67.7,5.416514388248401,1,1,2,9.79,10.281,0.677,0.02829,37.846,0.4910000000000014,9.171,10.295,0.925,0.027987,37.89,1.1240000000000006,9.517986544204064,9.855527,53.47011,0.9430324,0.7565757,5.4531264,4096,3.7171897912753225,0.3018458063769371,0.9208458063769367,0.5738592621728726,0.23631880637693584,Low
11981-3703,1-294015,0.047107648,0.659,0.659,80.2,2.2752027355136244,1,1,0,9.898,9.939,0.089,0.071193,65.632,0.0410000000000003,9.946,9.947,0.0,0.069803,66.438,0.0009999999999994,9.807160168963415,10.144701,76.51965,1.0961744,0.6905084,2.0959957,0,2.1744022939108847,0.27229476289604004,0.22429476289603995,0.36313459393262426,0.025593762896040175,Low
12090-6103,1-598278,0.042182494,0.066,0.066,199.6,9.155938512432469,1,1,0,11.17,11.255,0.177,0.029898,84.023,0.0850000000000008,11.187,11.254,0.141,0.029749,84.023,0.0670000000000001,10.62656207816786,10.964103,207.06561,1.054038,0.97890234,3.7864623,1040,7.881770440213696,0.42424864947916857,0.40724864947916906,0.9676865713113089,0.6301456494791687,High
12683-12704,1-212811,0.01905627,0.619,0.619,66.6,13.443544150116445,1,1,0,9.667,10.212,0.715,0.075141,66.118,0.5449999999999999,8.89,10.218,0.953,0.074566,64.675,1.3279999999999994,9.365762533192932,9.703303,48.24443,0.8684105,0.47197098,15.996225,1040,5.376183267627964,0.49577733971644355,1.2727773397164428,0.7970148065235116,0.4594743397164433,Low
12673-3703,1-135159,0.033288185,0.714,0.714,189.6,5.215372540174856,1,1,0,10.845,10.846,0.0,0.036257,63.463,0.0009999999999994,10.822,10.848,0.056,0.034441,63.912,0.0260000000000015,10.393093316601329,10.730634,173.10321,1.038015,0.6115507,4.8986497,1168,3.5810362216633553,0.2510278722834889,0.2740278722834903,0.7029345556821609,0.3653938722834893,Mid
12673-6103,1-135573,0.028612155,0.663,0.663,61.6,4.630189778357022,1,1,2,9.68,9.82,0.275,0.105274,60.434,0.1400000000000005,9.778,9.817,0.086,0.104242,60.439,0.0389999999999997,9.56972625924255,9.907267,48.601357,0.8841256,0.5809124,5.2146053,4672,2.748118197674961,0.19774111427286264,0.09974111427286182,0.30801485503031206,-0.02952588572713676,Low
12620-6102,1-401566,0.02284633,0.657,0.657,73.0,6.266064723538841,1,1,0,9.9,9.984,0.175,0.038933,70.101,0.0839999999999996,9.997,9.997,0.0,0.038519,70.246,0.0,9.217681490107443,9.5552225,53.961494,0.9104172,0.49684006,6.6246386,1168,2.990421012182152,0.10530918159582577,0.008309181595826174,0.7876276914883829,0.45008668159582677,Low
12089-12702,1-117882,0.031062173,0.709,0.709,90.5,8.768725280777126,1,1,0,10.245,10.573,0.53,0.027753,51.706,0.3280000000000012,10.251,10.574,0.524,0.027747,51.673,0.3230000000000004,10.124546771871625,10.462088,66.06625,0.8717488,0.7481776,8.4471445,1168,5.6333696887149065,0.21113648105443544,0.20513648105443516,0.33158970918280983,-0.005951518945564957,Low
