plateifu,mangaid,z,Lambda_Re,lambda_r,Sigma_Re,Re_arcsec_MGE,Qual,drp3qual,target,log_Ms_Re_cyl,log_Mt_Re_cyl,fdm_Re_cyl,chi2_dof_cyl,inc_deg_cyl,log_excess,log_Ms_Re_sph,log_Mt_Re_sph,fdm_Re_sph,chi2_dof_sph,inc_deg_sph,log_excess_sph,nsa_elpetro_mass,PHOTOMETRIC_MASS,STELLAR_SIGMA_1RE,STELLAR_RCHI2_1RE,drp_nsa_elpetro_ba,drp_nsa_elpetro_th50_r,drp_mngtarg1,Re_kpc,rar_resid,rar_resid_sph,rar_resid_nsa,rar_resid_firefly,mass_tertile,Eps_MGE,beta_z,LW_AGE_1Re,LW_Z_1Re,nsa_sersic_n,log_Re_kpc,kin_class
9187-9101,1-96448,0.0273256,0.751,0.751,101.6,17.50924931578589,1,1,2,10.265,11.136,0.865,0.009014,41.304,0.8709999999999987,10.397,11.151,0.824,0.008911,41.296,0.7539999999999996,10.40105400100876,10.738595,63.60877,0.86453867,0.765303,15.7993,4160,9.940299599588007,0.4048423851731593,0.2728423851731597,0.2687883841644004,-0.0687526148268402,Mid,0.214,0.003,0.3943062424659729,-0.05468761920928955,1.05093,0.9973994741847393,fast
9188-12703,1-51128,0.0296572,0.848,0.848,109.2,13.701537947974348,3,1,0,10.6,11.049,0.644,0.013929,45.522,0.4489999999999998,10.481,11.068,0.741,0.01371,45.464,0.5869999999999997,10.152639919401246,10.490181,59.900726,0.89502203,0.73126,11.9135,1040,8.41853801252771,-0.0544902350515542,0.0645097649484456,0.3928698455471999,0.0553287649484456,Mid,0.329,0.0,0.44295674562454224,0.013840930536389351,1.38154,0.9252366772216463,fast
9188-1901,1-51001,0.0359661,0.305,0.305,93.5,5.381454660582529,1,1,0,10.395,10.396,0.0,0.033869,20.176,0.0010000000000012,10.419,10.419,0.0,0.032045,18.697,0.0,10.445741163447348,10.783281,94.44052,1.4810704,0.97685,3.62432,1040,3.9794680852571673,0.2205506809883999,0.196550680988399,0.1698095175410515,-0.167730319011601,Mid,0.021,0.059,0.21116352081298828,-0.022022666409611702,2.0422,0.5998250260747531,slow
9188-3702,1-50956,0.0344123,0.113,0.113,223.0,6.81440365952381,1,1,0,11.022,11.121,0.202,0.015784,86.053,0.0990000000000002,11.013,11.122,0.218,0.018339,86.053,0.1089999999999999,10.533963878119778,10.871505,226.2011,1.071065,0.72303,5.22081,1040,4.830435660689951,0.4363846424855064,0.4453846424855068,0.9244207643657288,0.5868796424855058,High,0.355,0.041,0.8207944631576538,0.0036478720139712095,6.0,0.683986301869752,slow
9188-3704,1-50971,0.0299167,0.481,0.481,157.5,7.56338326047271,1,1,0,10.796,10.796,0.0,0.03005,48.376,0.0,10.8,10.8,0.0,0.026956,47.772,0.0,10.361183683038549,10.698725,159.65361,1.0866201,0.780774,5.29578,1040,4.686307514543823,0.3465971850820799,0.3425971850820785,0.7814135020435304,0.4438721850820797,Mid,0.334,0.138,0.8241837620735168,0.08131679892539978,6.0,0.6708307835113854,fast
9188-6101,1-50949,0.114168,0.215,0.215,269.4,5.394854729658277,1,1,0,11.668,11.706,0.081,0.057047,80.043,0.0380000000000002,11.674,11.707,0.072,0.057035,80.043,0.0330000000000012,11.192965884834722,11.530506,276.08383,1.1295483,0.791233,5.49383,1040,11.55252302408132,0.3421677005125848,0.3361677005125845,0.817201815677862,0.4796617005125831,High,0.068,0.0,0.6920895576477051,0.05512351915240288,6.0,1.0626768427368585,slow
9188-6102,1-51113,0.105174,0.887,0.887,183.1,6.623720636678741,1,1,2,11.524,11.524,0.0,0.041605,56.158,0.0,11.462,11.55,0.182,0.043972,56.19,0.0880000000000009,10.881183156744797,11.218723,128.35852,0.8899493,0.640783,6.22005,4672,13.202357380677824,-0.1210901978725316,-0.0590901978725323,0.5217266453826707,0.1841868021274668,High,0.379,0.0,0.42658767104148865,0.128393292427063,1.84883,1.1206514846915545,fast
9188-6103,1-51120,0.0305918,0.714,0.714,132.5,6.716177907776438,1,1,0,10.501,10.721,0.397,0.022631,65.854,0.2200000000000006,10.306,10.758,0.647,0.018221,65.854,0.4519999999999999,10.19951932202534,10.53706,116.84153,0.9510777,0.73296,5.60306,1168,4.251810782819242,0.3281773150854695,0.5231773150854697,0.6296579930601287,0.2921173150854685,Mid,0.477,0.0,0.45146644115448,-0.03521140292286873,2.87137,0.6285739289919023,fast
9188-6104,1-51118,0.018465,0.805,0.805,92.7,5.93288365615323,3,1,2,10.017,10.078,0.132,0.028657,71.936,0.0609999999999999,10.002,10.081,0.166,0.030976,72.539,0.0789999999999988,9.785502094719904,10.123043,68.652275,0.9749083,0.468757,6.28709,4672,2.3006482279368647,0.0835690020365886,0.0985690020365875,0.3150669073166841,-0.022473997963411,Low,0.617,0.178,0.8111541867256165,-0.1402551680803299,2.02645,0.36185021956178537,fast
9188-9102,1-50982,0.0231436,0.757,0.757,110.9,6.834142846793698,1,1,0,10.245,10.384,0.274,0.021018,71.936,0.1390000000000011,10.25,10.385,0.266,0.021062,71.936,0.1349999999999998,9.985958798438412,10.3235,77.852356,1.0586599,0.484702,7.56931,1040,3.302776755924501,0.1218316548261288,0.116831654826128,0.3808728563877157,0.0433316548261287,Low,0.531,0.0,0.1536041498184204,-0.09358076006174088,0.934975,0.5188792194841116,fast
9189-12703,1-51327,0.0189063,0.676,0.676,167.4,18.020726785215068,1,1,0,11.013,11.056,0.092,0.014627,74.911,0.0429999999999992,11.082,11.118,0.078,0.012575,74.911,0.0359999999999995,10.834957040804587,11.172498,130.25095,0.9240039,0.387072,26.1389,0,7.151226519781591,0.1363512494783367,0.0673512494783358,0.3143942086737492,-0.0231467505216625,High,0.668,0.0,0.44379591941833496,0.06056705862283707,1.97524,0.854380534820775,fast
9189-12704,1-51329,0.033669,0.726,0.726,139.6,12.13466956244797,1,1,2,10.909,11.234,0.526,0.010532,45.218,0.3249999999999993,10.808,11.248,0.637,0.010487,45.218,0.4399999999999995,10.778151974207177,11.115692,104.284035,0.95532525,0.836774,10.2017,4160,8.423489016418475,0.1183365828908457,0.2193365828908465,0.2491846086836698,-0.0883554171091528,High,0.125,0.001,0.2366313934326172,0.0001412001729477197,1.32004,0.92549201391335,fast
9189-3701,1-583421,0.0334132,0.419,0.419,174.6,4.680899986069942,1,1,2,10.78,10.781,0.0,0.037814,50.455,0.0010000000000012,10.766,10.776,0.02,0.040001,52.182,0.0099999999999997,10.322543860250295,10.660085,173.22627,1.1170807,0.637241,4.46983,4224,3.2256349939355147,0.2712516455758935,0.2852516455758928,0.7287077853255974,0.3911666455758923,Mid,0.441,0.546,0.9447143077850342,0.1726115643978119,3.48493,0.5086152219840554,fast
9189-3703,1-639142,0.130811,0.125,0.125,285.8,6.6475414404674495,1,1,0,11.744,11.814,0.148,0.035048,52.248,0.0700000000000002,11.724,11.784,0.127,0.03528,84.745,0.0600000000000005,11.279908658362592,11.617449,278.9139,1.040204,0.67993,7.56432,1024,16.003540961660917,0.4165653180749786,0.4365653180749782,0.8806566597123865,0.5431163180749778,High,0.287,0.0,0.2432914525270462,0.0444837361574173,6.0,1.204216085778894,slow
9189-9101,1-51296,0.0347817,0.779,0.779,104.5,8.913223196517542,3,1,0,10.642,10.889,0.433,0.020332,41.246,0.2469999999999999,10.538,10.913,0.579,0.020134,41.155,0.375,10.323831460586767,10.661372,75.88581,0.8498074,0.802865,7.64441,1168,6.383179145119687,-0.0112329030655639,0.092767096934435,0.3069356363476684,-0.0306049030655646,Mid,0.23,0.0,0.18786871433258057,0.015906551852822304,1.50792,0.8050370331569194,fast
9190-12702,1-51369,0.0340999,0.834,0.834,148.5,10.300685815720554,3,1,0,10.617,10.982,0.569,0.017279,80.829,0.3649999999999984,10.634,10.981,0.55,0.017617,81.138,0.3469999999999995,10.465015330447477,10.802556,91.26708,0.88331735,0.245296,17.5355,1040,7.238148698467472,0.2286647282854207,0.2116647282854213,0.380649397837945,0.0431087282854225,Mid,0.809,0.0,0.46177083253860474,-0.019941359758377075,1.92679,0.8596275008860987,fast
9190-12703,1-604111,0.0220936,0.803,0.803,111.4,19.334217542549705,1,1,2,10.121,11.137,0.904,0.007728,52.692,1.016,9.567,11.148,0.974,0.006313,52.692,1.5809999999999995,10.353956601704928,10.691497,65.357666,0.8648667,0.71346,15.7974,4160,8.931228112191752,0.5259131666056922,1.0799131666056925,0.2929565649007649,-0.0445838333943073,Low,0.135,0.0,0.37873661518096924,-0.11908441036939621,1.13893,0.9509111818085524,fast
9190-9102,1-51727,0.018023,0.678,0.678,62.0,5.702360439431078,1,1,0,9.691,9.691,0.0,0.037388,86.749,0.0,9.693,9.693,0.0,0.037575,86.749,0.0,9.351678444092869,9.689219,49.507072,0.8940891,0.355914,7.5076,1552,2.159487285271799,0.0980940500398996,0.0960940500399007,0.4374156059470315,0.0998750500399008,Low,0.731,0.068,0.4270687699317932,-0.13132451474666595,0.984918,0.33435065133209213,fast
9191-12701,1-179062,0.0526507,0.523,0.523,132.5,11.872278619758124,1,1,0,11.049,11.049,0.0,0.028923,31.878,0.0,11.037,11.037,0.0,0.027725,59.327,0.0,10.98175112551757,11.319292,142.8158,1.0206594,0.897238,9.17784,1040,12.59780561005111,0.4262563321863433,0.4382563321863419,0.4935052066687722,0.155964332186342,High,0.203,0.0,0.5646699070930481,0.0805770754814148,5.07379,1.1002949027014648,fast
9191-12703,1-179083,0.0290389,0.865,0.865,116.3,12.564426296582058,3,1,0,10.839,10.867,0.061,0.021086,65.855,0.0280000000000004,10.868,10.872,0.01,0.020447,65.899,0.0039999999999995,10.44702617193054,10.784567,60.960392,0.9104531,0.436654,14.5123,1040,7.564578055213888,-0.324710873888388,-0.353710873888388,0.0672629541810722,-0.2702778738883867,Mid,0.547,0.0,0.23994795978069305,-0.028028029948472977,0.797004,0.8787847085121616,fast
9191-12705,1-635343,0.030231,0.777,0.777,90.3,9.95892577700234,1,1,0,10.495,10.846,0.555,0.023667,36.722,0.3510000000000008,10.491,10.828,0.54,0.023731,36.916,0.3369999999999997,10.181057146162503,10.518598,56.99476,0.93142575,0.909125,9.42455,1168,6.233056130678985,-0.1232201881454745,-0.1192201881454749,0.1907226656920212,-0.1468181881454759,Mid,0.27,0.0,0.30143415927886963,-0.05572645366191864,0.760011,0.7947010378713643,fast
9191-6104,1-178988,0.0570956,0.292,0.292,205.2,5.879931097832546,1,1,0,11.18,11.188,0.015,0.036058,68.505,0.0080000000000008,11.157,11.181,0.052,0.047717,86.357,0.0239999999999991,10.861917758893105,11.199458,206.69695,0.9820861,0.741196,5.47585,1040,6.730327426473818,0.344113244984208,0.3671132449842078,0.6621954860911029,0.3246552449842079,High,0.35,0.183,0.7274664044380188,0.07702644169330597,5.00984,0.8280361929092355,slow
9192-12701,1-289694,0.0280993,0.865,0.865,115.5,8.565307083042688,1,1,0,10.409,10.625,0.393,0.023684,65.854,0.2159999999999993,10.447,10.628,0.341,0.022777,65.854,0.1810000000000009,10.124712844740731,10.462254,82.20123,0.9075247,0.542382,8.36999,1552,4.995672564016182,0.1847595129270385,0.14675951292704,0.4690466681863079,0.1315055129270395,Mid,0.55,0.0,0.47655782103538513,0.0506560355424881,2.9361,0.6985939652703247,fast
9192-12703,1-37603,0.028937,0.854,0.854,104.2,9.817402246701455,3,1,0,10.582,10.648,0.139,0.031169,59.504,0.0659999999999989,10.527,10.662,0.267,0.031658,59.522,0.1350000000000015,10.223524494950771,10.561065,65.52572,0.8625657,0.589617,9.40801,1168,5.890680865084519,-0.1136019861370514,-0.0586019861370499,0.2448735189121779,-0.0926669861370499,Mid,0.485,0.283,0.3977509140968323,-0.029835989698767662,1.38475,0.7701654949330597,fast
9192-12704,1-37601,0.0435936,0.747,0.747,112.6,10.250864280493197,3,1,0,11.268,11.359,0.189,0.022496,25.745,0.0909999999999993,11.26,11.356,0.198,0.022515,25.754,0.096,10.557694834329208,10.895235,81.01865,0.86660594,0.892316,8.67189,1040,9.104109872826552,-0.4261835894351998,-0.4181835894351988,0.2841215762355928,-0.0534185894351986,High,0.001,0.158,0.274410605430603,-0.00761497812345624,1.60546,0.9592374903596893,fast
9192-1901,1-37421,0.0315504,0.731,0.731,99.5,3.11629271406256,1,1,2,9.88,10.146,0.458,0.046196,62.716,0.266,9.896,10.148,0.439,0.045818,62.716,0.2519999999999989,9.734704642282772,10.072246,82.916504,0.9779674,0.549413,3.21444,4672,2.032296327652023,0.3306779133206177,0.3146779133206177,0.4759732710378468,0.1384319133206185,Low,0.529,0.0,0.5938487648963928,-0.006528658792376518,1.64404,0.3079870323920502,fast
9192-3701,1-37169,0.028002,0.729,0.729,148.4,4.026635152924439,1,1,0,10.419,10.492,0.152,0.021897,70.945,0.0730000000000004,10.4,10.491,0.189,0.021878,71.851,0.0909999999999993,9.991314255109172,10.328855,139.3279,1.3382583,0.636397,3.05622,1152,2.3406581751413134,0.303823093039511,0.3228230930395111,0.7315088379303396,0.3939680930395107,Mid,0.446,0.0,0.7993891835212708,0.13696697354316711,4.44921,0.36933799486311913,fast
9192-6101,1-37415,0.0287962,0.649,0.649,76.6,7.416235355614034,1,1,0,9.923,10.285,0.566,0.030105,56.357,0.3620000000000001,9.746,10.276,0.704,0.028766,57.176,0.5299999999999994,9.864895961172609,10.202436,64.11343,0.9244048,0.577662,7.28005,1168,4.429024147703276,0.4026149872615224,0.579614987261522,0.4607190260889137,0.1231789872615219,Low,0.441,0.0,0.0521327368915081,-0.09880317002534866,2.44906,0.6463080481298016,fast
9192-6102,1-37418,0.0230483,0.837,0.837,158.4,6.832489019265457,3,1,2,10.536,10.67,0.266,0.017156,79.208,0.1340000000000003,10.519,10.668,0.29,0.017165,79.225,0.1489999999999991,10.227688785705014,10.565229,109.549576,1.0329503,0.415628,7.41073,4160,3.288761236016941,0.1256626624169972,0.1426626624169967,0.4339738767119823,0.0964336624169965,Mid,0.731,0.0,0.628868818283081,0.038462936878204346,3.17509,0.517032344858661,fast
9192-6103,1-37568,0.0429988,0.042,0.042,247.3,10.988242382709815,1,1,0,11.432,11.494,0.132,0.021393,84.023,0.0619999999999993,11.435,11.496,0.129,0.027019,84.023,0.0609999999999999,10.991327989989587,11.328869,252.32262,0.8900756,0.862535,7.25422,1040,9.632706107711885,0.421069596812177,0.418069596812177,0.8617416068225903,0.5242005968121783,High,0.188,0.081,0.7783123850822449,0.1395578682422638,5.73026,0.9837483102346694,slow
9192-6104,1-37407,0.0275307,0.733,0.733,76.9,8.189971271388583,1,1,0,8.653,10.244,0.974,0.028148,65.911,1.5909999999999993,9.686,10.261,0.734,0.028562,65.997,0.5749999999999993,9.711897451726273,10.049438,50.24702,0.8761105,0.56834,8.3131,1152,4.68332219660603,1.485183572636981,0.4521835726369816,0.4262861209107088,0.0887455726369814,Low,0.556,0.0,0.12271340191364288,-0.17639979720115662,0.806143,0.670554036790127,fast
9192-9102,1-37606,0.0289639,0.772,0.772,179.9,7.843215075572989,3,1,0,10.916,10.963,0.103,0.027142,70.153,0.0469999999999988,10.898,10.964,0.14,0.028501,71.038,0.0660000000000007,10.510826406187515,10.848367,146.09705,0.940597,0.512471,8.08038,1088,4.710341989076455,0.1517442487227518,0.1697442487227525,0.5569178425352368,0.2193772487227525,High,0.572,0.29,0.7211706042289734,0.0875268206000328,4.16984,0.6730524397354646,fast
7978-6101,1-115418,0.0275001,0.817,0.817,80.4,5.804694978584551,3,1,0,10.158,10.168,0.022,0.034712,56.158,0.0099999999999997,10.144,10.173,0.064,0.034349,56.158,0.0289999999999999,9.992719604813654,10.33026,60.747692,0.9866505,0.606962,5.39293,1168,3.315768252114378,-0.0049473508387533,0.009052649161246,0.1603330443475916,-0.1772073508387548,Low,0.451,0.199,0.5797439217567444,0.09057338535785675,1.83612,0.5205841689394319,fast
8310-12704,1-495018,0.0268115,0.505,0.505,216.4,9.453094013040754,1,1,0,11.122,11.146,0.053,0.024387,51.894,0.0240000000000009,11.094,11.142,0.102,0.023677,56.103,0.048,10.42588620848071,10.763427,200.98453,0.99073386,0.82667,6.76866,1024,5.268993889301165,0.2714618716085625,0.2994618716085629,0.967575663127852,0.6300348716085623,High,0.255,0.0,0.7869011163711548,0.099248968064785,4.68097,0.721727694901442,fast
7961-1902,1-177974,0.0286075,0.115,0.115,153.5,3.3049059065692536,1,1,0,10.384,10.385,0.0,0.049367,44.277,0.0009999999999994,10.353,10.354,0.0,0.050092,84.745,0.0009999999999994,9.827996349794056,10.165537,159.45937,1.372779,0.861509,2.41368,64,1.961225351475928,0.3792365018475752,0.4102365018475756,0.9352401520535198,0.597699501847575,Mid,0.175,0.363,0.794562041759491,-0.0519624799489975,6.0,0.29252749845082004,slow
10494-6101,1-352513,0.0414317,0.816,0.816,114.4,8.04533998861299,1,1,0,10.73,10.754,0.053,0.028287,59.61,0.0239999999999991,10.64,10.763,0.247,0.029231,59.615,0.1229999999999993,10.390359196960285,10.7279,77.23985,1.0003204,0.593092,7.90674,0,6.808584500753971,-0.0558514092227984,0.0341485907772013,0.2837893938169174,-0.053751409222798,Mid,0.485,0.0,0.33699023723602295,-0.07502547651529312,1.48468,0.8330568318232695,fast
7978-9101,1-115345,0.0251903,0.748,0.748,153.6,6.782908000868791,1,1,0,10.678,10.706,0.063,0.027358,78.461,0.0279999999999986,10.666,10.707,0.091,0.024319,78.496,0.0410000000000003,10.242031802350638,10.579573,126.98155,1.0368471,0.403346,7.34574,1040,3.5590580346472405,0.1462252332566497,0.15822523325665,0.5821934309060122,0.2446522332566505,Mid,0.642,0.082,0.7511706352233887,0.1537594199180603,2.62845,0.5513350697463475,fast
10512-12701,1-605601,0.0510787,0.888,0.888,166.0,10.823836890611854,1,1,0,11.338,11.339,0.0,0.028752,62.947,0.0010000000000012,11.334,11.336,0.003,0.027749,62.849,0.0020000000000006,10.717150202853889,11.05469,101.80721,0.8980092,0.541009,12.7854,1040,11.163261799766763,-0.2092429028018463,-0.2052429028018468,0.4116068943442643,0.0740670971981519,High,0.536,0.0,0.3669883608818054,0.01857586018741131,0.706044,1.0477911098940083,fast
11010-12704,1-522240,0.020958215,0.679,0.679,71.7,10.819029047673776,1,1,0,8.42,10.223,0.984,0.059223,58.686,1.8030000000000008,9.909,10.218,0.51,0.055965,60.035,0.3089999999999993,9.11653947337366,9.45408,45.395016,0.9136018,0.57751083,11.21756,1168,4.747445532076006,1.635885253285755,0.1468852532857542,0.9393457799120952,0.6018052532857556,Low,0.455,0.0,0.22522544860839844,-0.07748524099588394,1.5775621,0.6764599907330089,fast
7979-6104,1-115394,0.0221103,0.712,0.712,100.5,6.369256480765183,1,1,0,10.058,10.159,0.206,0.031409,69.177,0.1010000000000008,10.132,10.178,0.1,0.030805,70.61,0.0460000000000011,9.938081707507587,10.275622,91.205505,0.9489024,0.569908,6.24115,1040,2.944371838080928,0.3964436754440209,0.3224436754440211,0.5163619679364336,0.1788216754440205,Low,0.6,0.0,0.7388603091239929,0.0815667137503624,5.13706,0.4689926551998873,fast
12084-12702,1-117088,0.025705196,0.745,0.745,93.5,9.612880789202253,1,1,0,10.334,10.446,0.229,0.021749,70.557,0.1120000000000001,10.004,10.418,0.615,0.021629,71.285,0.4139999999999997,9.952064038264531,10.289604,65.41155,0.87062466,0.48057702,11.158162,1168,5.143860742209527,0.0740069988222192,0.4040069988222193,0.4559429605576878,0.1184029988222183,Mid,0.563,0.0,0.31748494505882263,-0.026890505105257034,1.0503414,0.7112892025855634,fast
10508-3703,1-151120,0.0320959,0.085,0.085,222.3,9.646016824060034,1,1,0,11.114,11.228,0.228,0.015587,64.177,0.1139999999999989,11.107,11.219,0.226,0.017625,84.745,0.1120000000000001,10.702138323419677,11.039679,223.74127,0.95043755,0.766734,7.43794,1040,6.395220435970435,0.4567566320367504,0.4637566320367519,0.8686183086170746,0.5310776320367516,High,0.284,0.06,0.7930066585540771,0.11944660544395447,6.0,0.8058555187092201,slow
11749-3704,1-387482,0.022364069,0.888,0.888,96.0,3.3518577367883022,3,1,0,9.63,9.836,0.378,0.039553,80.919,0.2059999999999995,9.887,9.887,0.001,0.035722,81.175,0.0,9.40887418267023,9.746415,57.706017,1.0557834,0.37493038,4.28353,1168,1.5667936187574634,0.1528629083316338,-0.1041370916683656,0.3739887256614048,0.036447908331634,Low,0.805,0.0,0.5336437821388245,-0.024324113503098488,1.1331395,0.19501179408334365,fast
10505-3702,1-231866,0.0223324,0.583,0.583,62.4,4.388090798639904,1,1,0,9.694,9.772,0.164,0.060627,58.652,0.0779999999999994,9.708,9.773,0.139,0.06062,58.735,0.0649999999999995,9.243511791610976,9.581053,54.89972,0.87293124,0.64964,4.20544,1168,2.048344989388519,0.1619522783182531,0.1479522783182537,0.6124404867072782,0.2748992783182531,Low,0.45,0.0,0.6308720111846924,-0.08684614300727844,1.15615,0.3114031038515711,fast
8260-12705,1-281883,0.0241472,0.662,0.662,76.4,6.257903942416634,1,1,0,8.091,9.874,0.984,0.0639,78.219,1.7830000000000013,9.588,9.95,0.566,0.061494,79.837,0.3620000000000001,9.10811493726856,9.445656,46.051697,0.88490355,0.336749,11.1655,1168,3.151598766594924,1.799431114445991,0.302431114445991,0.7823161771774301,0.4447751144459906,Low,0.725,0.0,-0.16473135352134705,-0.13382667303085327,1.29752,0.4985309218424207,fast
11945-1901,1-95223,0.029205708,0.444,0.444,194.6,3.5173704713682588,1,1,0,10.734,10.775,0.088,0.037608,42.163,0.0410000000000003,10.727,10.764,0.08,0.036177,43.317,0.036999999999999,10.166762590397846,10.504303,198.7123,1.585738,0.87228686,2.1846008,1168,2.1294141318494817,0.2561185477412663,0.2631185477412661,0.8233559573434199,0.4858155477412662,Mid,0.143,0.027,0.9338681101799011,0.19303643703460693,5.190445,0.32826013193461934,fast
10493-3702,1-548340,0.0986546,0.254,0.254,252.8,4.9903237856519205,1,1,0,11.482,11.56,0.163,0.030083,68.811,0.0780000000000011,11.485,11.552,0.141,0.042953,85.581,0.0670000000000001,11.151182851889978,11.488724,252.48721,0.960399,0.806539,4.74595,1040,9.400608615987336,0.3610436539794698,0.3580436539794697,0.6918608020894915,0.3543196539794697,High,0.231,0.072,0.6557304859161377,0.08043252676725388,5.95453,0.9731559716857021,slow
11952-6104,1-325869,0.03668849,0.746,0.746,250.6,5.092783844855214,1,1,0,11.144,11.145,0.0,0.030414,83.526,0.0009999999999994,11.146,11.152,0.01,0.024869,85.357,0.0059999999999984,10.558668042488613,10.896209,213.52957,1.1398976,0.439259,5.4241204,1040,3.838305112085242,0.1644644609499924,0.1624644609499916,0.74979641846138,0.4122554609499919,High,0.68,0.202,0.8907206654548645,0.145979642868042,2.437638,0.5841394944297298,fast
10502-12701,1-230783,0.0276261,0.795,0.795,136.8,5.061947667253885,1,1,0,10.506,10.506,0.0,0.036687,66.245,0.0,10.503,10.503,0.0,0.035723,66.037,0.0,9.956181401466408,10.293722,111.65601,1.0521079,0.58366,4.06426,1040,2.9043000415796763,0.1182146053714006,0.1212146053714006,0.6680332039049932,0.3304926053714,Mid,0.539,0.0,0.6416687965393066,-0.05485282838344574,2.52009,0.4630414810608464,fast
9484-12705,1-153116,0.0393408,0.171,0.171,163.3,10.213901814727892,1,1,0,11.099,11.099,0.0,0.021492,35.703,0.0,11.065,11.065,0.0,0.020291,84.023,0.0,10.794006779788786,11.131547,167.21683,0.963178,0.899803,7.94341,1040,8.228193656629374,0.3282733922673562,0.3622733922673569,0.6332666124785704,0.295726392267357,High,0.194,0.349,0.48216840624809265,0.004643822554498911,3.84597,0.9153045045851302,slow
9484-6101,1-153153,0.0179,0.703,0.703,126.1,8.112011146993789,1,1,0,10.417,10.473,0.121,0.029715,84.714,0.0560000000000009,10.426,10.476,0.108,0.029736,84.714,0.0500000000000007,9.839222171932954,10.176763,96.92214,1.0396389,0.344167,10.0286,0,3.0515153255915264,0.1057704602110522,0.096770460211052,0.6835482882780977,0.3460074602110526,Mid,0.779,0.0,0.3866182267665863,-0.04606633633375168,2.21336,0.4845155554504418,fast
9484-6102,1-153279,0.0198017,0.784,0.784,83.4,4.825202136906767,1,1,0,9.793,9.793,0.0,0.031531,75.59,0.0,9.767,9.795,0.063,0.031138,76.337,0.0280000000000004,9.109868654536122,9.44741,58.549507,0.96014535,0.286752,7.38937,1040,2.0033016251629734,0.109201744016551,0.1352017440165508,0.7923330894804285,0.4547917440165506,Low,0.779,0.551,0.19501841068267822,-0.25438669323921204,0.735118,0.3017463433434437,fast
9484-9101,1-153293,0.0321158,0.817,0.817,141.0,9.90134915163704,3,1,0,10.955,11.027,0.152,0.019084,45.285,0.0719999999999991,10.955,11.028,0.156,0.018965,45.219,0.0730000000000004,10.492387377995426,10.829928,99.07945,0.9027284,0.767442,8.0329,1040,6.568415768586551,-0.0801632752240269,-0.0801632752240269,0.3824493467805471,0.0449087247759724,High,0.299,0.005,0.394041508436203,-0.0027818437665700912,2.31088,0.8174606350200354,fast
11752-12703,1-54623,0.024822222,0.637,0.637,76.1,6.417855688632788,1,1,0,9.927,10.059,0.264,0.046401,69.033,0.1319999999999996,10.074,10.074,0.0,0.045788,69.528,0.0,9.594767870541082,9.932308,60.52394,0.84225315,0.4516675,7.941042,1168,3.3197871943740367,0.2233735450364172,0.0763735450364169,0.5556056744953348,0.2180655450364159,Low,0.638,0.0,0.29595714807510376,-0.171500101685524,1.4988446,0.5211102453693428,fast
10498-9101,1-605458,0.0567662,0.851,0.851,160.6,7.763611835657071,1,1,0,11.117,11.164,0.101,0.023489,56.158,0.0469999999999988,11.165,11.166,0.001,0.023161,56.158,0.0010000000000012,10.737424045686588,11.074965,106.85918,0.8842382,0.621986,7.43151,1552,8.838627455818141,-0.0475825810218092,-0.0955825810218075,0.3319933732916039,-0.0055475810218089,High,0.491,0.0,0.2666260302066803,0.011144043877720833,1.13458,0.946384828967256,fast
8091-1901,1-39799,0.0182591,0.703,0.703,54.4,3.200128741926167,1,1,0,8.683,9.395,0.806,0.0448,65.166,0.7119999999999997,9.4,9.454,0.117,0.043094,64.955,0.0540000000000002,9.083233790058822,9.420774,42.930534,1.1703889,0.634972,3.14443,1168,1.227413258666622,0.7369323069574927,0.0199323069574921,0.3366985168986705,-0.0008416930425073,Low,0.477,0.0,0.47989413142204285,-0.3604390621185303,1.12859,0.08899081027482442,fast
11742-6102,1-153993,0.029755374,0.772,0.772,68.7,4.572140496888373,1,1,2,8.739,9.743,0.901,0.110055,82.273,1.0039999999999996,9.847,9.849,0.004,0.113371,86.832,0.0020000000000006,9.13009358549808,9.467634,43.73991,0.8607951,0.26849598,6.71969,4096,2.818192500971312,1.0581353406598235,-0.0498646593401752,0.6670417551617436,0.329501340659824,Low,0.827,0.015,-0.03365389257669449,0.16853806376457214,0.97778165,0.44997065493879235,fast
10505-3703,1-300663,0.0228212,0.687,0.687,56.8,3.437740306581681,1,1,0,9.428,9.611,0.344,0.051577,55.253,0.1829999999999998,9.546,9.614,0.144,0.051173,55.915,0.0680000000000013,9.251725800419988,9.589267,46.91881,0.94592166,0.681474,3.26721,1168,1.6388749233898534,0.1946487028133085,0.0766487028133099,0.3709229023933209,0.0333817028133099,Low,0.405,0.0,0.6803764700889587,-0.0490090474486351,1.73454,0.21454581009620688,fast
8092-3701,1-40870,0.0307271,0.704,0.704,118.3,4.2626780586566575,1,1,2,10.368,10.444,0.161,0.028425,60.034,0.0760000000000005,10.386,10.438,0.112,0.027256,59.799,0.0520000000000013,10.006273455202784,10.343814,111.58622,1.0429755,0.836952,3.69479,4608,2.7100657569098594,0.2256098763231646,0.2076098763231657,0.5873364211203809,0.2497958763231648,Mid,0.147,0.0,0.7389867901802063,0.03291846811771393,5.34298,0.43297982870342155,fast
