plateifu,mangaid,z,Lambda_Re,lambda_r,Sigma_Re,Re_arcsec_MGE,Qual,drp3qual,target,log_Ms_Re_cyl,log_Mt_Re_cyl,fdm_Re_cyl,chi2_dof_cyl,inc_deg_cyl,log_excess,log_Ms_Re_sph,log_Mt_Re_sph,fdm_Re_sph,chi2_dof_sph,inc_deg_sph,log_excess_sph,nsa_elpetro_mass,PHOTOMETRIC_MASS,STELLAR_SIGMA_1RE,STELLAR_RCHI2_1RE,drp_nsa_elpetro_ba,drp_nsa_elpetro_th50_r,drp_mngtarg1,Re_kpc,rar_resid,rar_resid_sph,rar_resid_nsa,rar_resid_firefly,mass_tertile,Eps_MGE,beta_z,LW_AGE_1Re,LW_Z_1Re,nsa_sersic_n,log_Re_kpc,kin_class
11956-9101,1-151702,0.01657497,0.668,0.668,67.3,5.492312947521544,1,1,0,8.757,9.573,0.847,0.033735,86.789,0.8160000000000007,9.66,9.66,0.0,0.036036,86.789,0.0,9.11788566937559,9.455426,52.669975,0.905845,0.3166904,7.9147935,1168,1.916211572683139,1.0339785986724055,0.1309785986724051,0.6730929292968147,0.3355525986724061,Low,0.682,0.079,0.3654792308807373,-0.18518605828285217,0.58548474,0.2824434586966116,fast
7978-12703,1-115357,0.0270393,0.751,0.751,75.3,8.823771515759763,1,1,0,10.06,10.218,0.304,0.03817,75.201,0.1579999999999994,9.843,10.199,0.56,0.038103,76.542,0.3559999999999998,9.872551330136991,10.210092,51.69896,0.8697251,0.418084,10.3703,1216,4.958639010217128,0.1277350216972736,0.3447350216972741,0.3151836915602829,-0.0223569783027253,Low,0.662,0.0,0.4186556935310364,0.012245183810591698,0.89678,0.6953624927280445,fast
8248-6101,1-481021,0.0719147,0.05,0.05,229.4,6.946836197226212,1,1,0,11.353,11.475,0.243,0.024941,79.565,0.1219999999999998,11.352,11.474,0.245,0.024917,79.565,0.1219999999999998,10.99533064301958,11.332871,229.28838,0.99492174,0.973566,6.10844,1040,9.841480213350549,0.4262334309449051,0.4272334309449044,0.783902787925325,0.446362430944904,High,0.035,0.0,0.6456980109214783,0.18010468780994415,6.0,0.9930604236492038,slow
8328-6102,1-286746,0.065442,0.19,0.19,241.8,8.167830505162515,1,1,0,11.483,11.591,0.22,0.015909,80.043,0.1079999999999987,11.555,11.599,0.095,0.015493,80.043,0.0440000000000004,10.931327664536092,11.268868,243.40312,0.94562465,0.896982,5.90122,1040,10.610409326722822,0.3807933355519489,0.3087933355519497,0.932465671015858,0.59492533555195,High,0.2,0.007,0.6934547424316406,0.15944238007068634,6.0,1.0257321383695794,slow
10843-3702,1-606422,0.027469926,0.738,0.738,151.4,4.98625046488915,1,1,0,10.546,10.608,0.133,0.023429,65.158,0.0620000000000011,10.543,10.604,0.132,0.025174,72.02,0.0609999999999999,10.340161751486091,10.677702,129.8048,1.1435592,0.67597353,4.573126,1040,2.845233645148884,0.2001083558959187,0.2031083558959188,0.4059466044098269,0.0684063558959181,Mid,0.481,0.0,0.4120117425918579,-0.03745752573013306,4.5843544,0.4541179356282695,fast
7963-1902,1-179096,0.0236687,0.687,0.687,87.8,3.411291405590486,3,1,0,9.954,9.955,0.0,0.040845,59.633,0.0009999999999994,9.955,9.956,0.0,0.040764,59.589,0.0009999999999994,9.779010303275824,10.11655,78.31656,1.2940062,0.605381,3.45202,1168,1.6849252966591644,0.1256967724333907,0.1246967724333913,0.3006864691575678,-0.0368532275666088,Low,0.321,0.0,0.38552403450012207,-0.07031700015068054,2.56777,0.22658065062700092,fast
8314-9102,1-200281,0.0384352,0.108,0.108,234.7,12.626126093429829,1,1,0,11.356,11.38,0.051,0.020138,84.712,0.0240000000000009,11.353,11.381,0.058,0.021455,84.712,0.0280000000000004,10.848573959269045,11.186114,249.67053,0.9970799,0.826454,6.95536,1040,9.948129946133276,0.5018849314600684,0.5048849314600685,1.0093109721910236,0.6717709314600684,High,0.238,0.056,0.784354567527771,0.1087178960442543,6.0,0.9977414495492493,slow
11012-12705,1-245524,0.04178569,0.89,0.89,118.6,15.142071457368102,1,1,0,11.035,11.11,0.158,0.036901,36.938,0.0749999999999992,11.048,11.149,0.206,0.036772,36.933,0.100999999999999,10.594221451063072,10.931762,115.83358,0.90969354,0.8602283,11.709716,1040,12.918383202104652,0.2692860366211514,0.2562860366211515,0.7100645855580793,0.3725240366211507,High,0.189,0.0,0.4624148905277252,0.10602807998657227,5.629037,1.1112081630133823,fast
7965-12702,1-179321,0.0468662,0.832,0.832,173.2,7.11773759587967,3,1,0,11.06,11.06,0.0,0.024539,75.012,0.0,11.061,11.062,0.002,0.024384,74.94,0.0009999999999994,10.699872398693252,11.037413,120.75793,0.9401063,0.409174,8.42542,1040,6.769481602816242,-0.0002043524387727,-0.0012043524387722,0.3599232488679759,0.0223826475612269,High,0.651,0.0,0.5587602853775024,0.051502302289009094,1.49883,0.8305554123104832,fast
7980-6102,1-115317,0.0257456,0.744,0.744,110.0,5.692080745721629,3,1,0,10.387,10.387,0.0,0.036513,81.164,0.0,10.376,10.384,0.019,0.036272,82.195,0.0080000000000008,10.09595351261122,10.433495,89.74858,0.9616699,0.429845,6.1271,1168,3.0504754099487528,0.0688316158248851,0.0798316158248861,0.3598781032136648,0.0223366158248849,Mid,0.636,0.131,0.7037856578826904,0.14506222307682037,1.60957,0.48436752847064213,fast
10223-1902,1-35957,0.0200137,0.455,0.455,59.5,4.181089784211225,1,1,0,9.453,9.746,0.491,0.040103,49.914,0.293000000000001,9.564,9.732,0.321,0.040237,50.872,0.1679999999999992,9.27555550454894,9.613096,52.621494,0.92675245,0.69958,3.74821,1168,1.754014613648203,0.2987684712690475,0.1877684712690468,0.4762129667201067,0.1386724712690464,Low,0.326,0.0,0.3684200048446655,-0.322548508644104,1.09014,0.24403320738825227,fast
7978-3704,1-115346,0.0277732,0.607,0.607,81.1,4.228809174231968,1,1,0,9.927,10.071,0.281,0.039376,54.483,0.1440000000000001,9.889,10.063,0.331,0.03963,55.86,0.1740000000000012,9.804382759965042,10.141923,74.82584,0.9701027,0.697777,3.91246,64,2.4387704987511865,0.2736830502787203,0.3116830502787205,0.3963002903136775,0.0587600502787196,Low,0.398,0.0,0.7400934100151062,0.06506191939115524,2.52529,0.38717093282066234,fast
10515-12705,1-78252,0.030838,0.85,0.85,88.0,5.705735332165333,3,1,2,10.163,10.183,0.046,0.051277,84.077,0.0199999999999995,10.17,10.193,0.051,0.050721,84.7,0.0229999999999996,9.618649413551603,9.95619,53.943485,0.9077755,0.215167,8.92841,4672,3.640117223541072,-0.0725977139668965,-0.0795977139668963,0.4717528724815004,0.1342122860331042,Low,0.851,0.0,0.45870691537857056,-0.01202937588095665,0.940792,0.5611153695604028,fast
10509-6103,1-173676,0.0251353,0.596,0.596,91.8,5.657722347258559,1,1,2,9.948,10.109,0.311,0.041484,75.672,0.1609999999999996,10.06,10.129,0.146,0.040835,76.605,0.068999999999999,9.40436839617128,9.741909,70.202354,0.91904414,0.483335,5.77827,4240,2.962377964073972,0.2817527340125442,0.1697527340125441,0.8253843378412642,0.487843734012545,Low,0.657,0.0,0.3227628767490387,-0.25311189889907837,2.35992,0.4716404685132092,fast
10842-9102,1-180998,0.12606147,0.921,0.921,177.8,8.542251344419121,1,1,2,11.48,11.524,0.095,0.07254,52.704,0.0439999999999987,11.536,11.55,0.032,0.065897,52.74,0.0140000000000011,11.02509362368306,11.362635,172.20087,1.0167881,0.82161325,6.0829654,4096,19.925499117666387,0.3568888070359202,0.3008888070359211,0.8117951833528599,0.4742538070359215,High,0.346,0.0,0.026490340009331703,0.012469719164073467,6.0,1.2994092089305553,fast
12514-12703,1-549165,0.031982973,0.887,0.887,113.3,6.7757366206522365,3,1,2,10.193,10.479,0.483,0.021678,79.539,0.2859999999999996,10.202,10.481,0.473,0.021678,79.539,0.2789999999999999,9.938708862261558,10.27625,61.350037,0.86869615,0.32673314,8.951988,4672,4.477055575138136,0.0990310589637001,0.0900310589636998,0.3533221967021415,0.0157810589637005,Low,0.733,0.0,0.3031753599643707,-0.0487215630710125,1.0636176,0.6509924854547025,fast
8089-1902,1-39063,0.0802065,0.67,0.67,159.3,8.71799329749003,1,1,2,11.412,11.419,0.017,0.054428,80.496,0.0069999999999996,11.279,11.447,0.319,0.047418,80.496,0.1679999999999992,10.876807087830114,11.214348,133.19783,0.9305503,0.439398,19.793,4096,13.64134535949173,0.0372604188039408,0.1702604188039416,0.5724533309738274,0.2349124188039422,High,0.806,0.12,-9999.0,-9999.0,5.18745,1.1348572041467402,fast
8152-6103,1-232411,0.0268911,0.459,0.459,208.3,10.629569752144349,3,1,0,11.16,11.161,0.0,0.024758,46.679,0.0009999999999994,11.154,11.155,0.0,0.022458,49.476,0.0009999999999994,10.45563045064494,10.793171,199.45117,0.8820999,0.834194,7.72178,1024,5.941758446467943,0.2789970842910468,0.2849970842910471,0.9833666336461075,0.6458260842910477,High,0.244,0.171,0.7558431029319763,0.10482081025838852,5.79564,0.7739149922171547,fast
10500-3701,1-386851,0.112068,0.394,0.394,258.0,4.904115099638409,1,1,2,11.574,11.635,0.13,0.009051,85.23,0.0609999999999999,11.648,11.648,0.0,0.008481,85.23,0.0,11.090818639978758,11.428359,252.60951,0.9448726,0.885438,5.08866,4096,10.333341412366332,0.3105490870603291,0.2365490870603293,0.7937304470815706,0.4561900870603286,High,0.18,0.0,0.863806962966919,0.23437635600566864,5.47932,1.0142407786641017,fast
10494-9102,1-379865,0.0308072,0.807,0.807,97.8,7.173590802766377,1,1,2,10.429,10.493,0.137,0.030483,63.183,0.064,10.438,10.494,0.122,0.030268,63.284,0.0559999999999991,10.042354962422875,10.379895,67.36961,0.93066347,0.551856,7.08135,4288,4.572171668953476,-0.0465404897088435,-0.0555404897088438,0.3401045478682816,0.0025645102911573,Mid,0.467,0.0,0.44354769587516785,-0.018422164022922516,1.19115,0.6601225282585798,fast
10516-12701,1-60653,0.0233518,0.271,0.271,97.3,8.955874550523967,1,1,0,10.382,10.382,0.0,0.022361,23.478,0.0,10.36,10.36,0.0,0.021788,31.272,0.0,10.217949574046756,10.5554905,100.05074,0.9423168,0.720365,7.48994,0,4.36599108106564,0.3239323699951132,0.3459323699951135,0.4879827959483571,0.1504418699951134,Mid,0.389,0.0,0.7098949551582336,0.09348198026418686,6.0,0.6400828441885272,slow
10507-3701,1-280132,0.0266396,0.671,0.671,136.2,5.060596939941636,1,1,0,10.381,10.515,0.266,0.027977,86.749,0.1340000000000003,10.551,10.552,0.001,0.044589,86.749,0.0009999999999994,9.92773468900181,10.265275,113.56816,0.9764724,0.534859,5.26245,1168,2.803189624777487,0.2425745716546868,0.0725745716546869,0.6958398826528776,0.3582995716546862,Mid,0.56,0.145,0.7400330901145935,0.06391685456037521,1.68614,0.44765247707138256,fast
8245-12703,1-464461,0.0361546,0.85,0.85,133.3,8.908185914764339,3,1,0,10.779,10.789,0.021,0.021804,71.391,0.0099999999999997,10.798,10.799,0.001,0.021508,71.558,0.0009999999999994,10.27473729187581,10.612278,87.797356,0.9013572,0.472427,9.96842,1040,6.620431302613487,-0.0057419262047731,-0.0247419262047734,0.498520781919416,0.1609800737952268,Mid,0.644,0.0,0.2522874176502228,-0.12119206041097641,1.60649,0.8208862834341859,fast
8321-9101,1-403634,0.0257941,0.67,0.67,66.5,8.92254347159,1,1,0,9.878,10.131,0.441,0.034398,66.376,0.2530000000000001,9.902,10.131,0.41,0.034391,66.417,0.2290000000000009,9.648097403025965,9.985638,50.352833,0.85548675,0.582346,7.62279,1168,4.79045739761689,0.2718337183513995,0.2478337183514004,0.5017363153254351,0.1641957183513999,Low,0.495,0.0,0.5382989048957825,-0.10709938406944275,1.61967,0.6803769822616041,fast
9489-12701,1-384246,0.0936082,0.059,0.059,251.6,9.24646618888366,1,1,2,11.632,11.715,0.172,0.031966,84.745,0.0830000000000001,11.639,11.713,0.156,0.05057,84.745,0.0739999999999998,11.26629521290638,11.603836,255.23184,0.9478121,0.737496,10.317,4096,16.62412580911962,0.4680174351919763,0.4610174351919767,0.8337222222855961,0.4961814351919766,High,0.252,0.13,0.015301990322768688,0.020499594509601593,6.0,1.2207388169070192,slow
9489-1902,1-384147,0.0228252,0.504,0.504,65.1,3.08441051318664,1,1,0,9.646,9.794,0.287,0.049823,33.754,0.1479999999999997,9.762,9.762,0.0,0.04901,33.678,0.0,9.397915687500053,9.735456,61.579266,1.0147811,0.895284,2.53529,1168,1.4706824965573353,0.1657968551671124,0.0497968551671128,0.4138811676670606,0.076340855167114,Low,0.176,0.0,0.7490531206130981,0.001943919574841857,1.81088,0.16751892366125162,fast
9489-3702,1-383812,0.0165305,0.535,0.535,45.5,5.639137092625578,1,1,0,8.062,9.685,0.976,0.037425,40.703,1.623000000000001,9.394,9.608,0.388,0.034903,42.738,0.2140000000000004,9.29158416805232,9.629125,39.506336,0.92608154,0.814591,4.76055,1552,1.9622648657879127,1.4895000495968522,0.1575000495968515,0.2599158815445308,-0.0776249504031484,Low,0.241,0.0,0.6778280138969421,-0.07032874971628189,1.22679,0.29275762790960225,fast
9489-3704,41-95,0.0168859,0.58,0.58,189.4,8.830906976835767,1,1,0,10.848,10.849,0.0,0.025683,68.922,0.0009999999999994,10.848,10.849,0.0,0.025505,68.922,0.0009999999999994,,,196.46513,3.837505,,,0,3.137619667135828,0.3005801739856297,0.3005801739856297,,,Mid,0.525,0.0,1.0405172109603882,0.233998641371727,-9999.0,0.49660029856420973,fast
9489-6103,1-584895,0.0155474,0.472,0.472,180.0,4.497513172483764,2,1,2,10.387,10.389,0.0,0.038736,58.689,0.0019999999999988,10.391,10.395,0.006,0.036878,59.108,0.0039999999999995,9.63518003663177,9.972721,187.79622,2.1219041,0.799335,2.00048,4160,1.4737033083595552,0.3941926669239742,0.3901926669239747,1.1460126302922051,0.8084716669239748,Mid,0.327,0.081,0.843025803565979,0.14792917668819427,6.0,0.16841005848107427,fast
9489-6104,1-605215,0.0199314,0.725,0.725,99.6,6.881545376590291,3,1,2,10.22,10.302,0.171,0.032224,52.745,0.0819999999999989,10.217,10.317,0.207,0.031136,52.731,0.0999999999999996,9.808939813634264,10.146481,86.39292,0.9692386,0.699842,5.91191,4160,2.8753028778613063,0.1770488205686337,0.1800488205686339,0.5881090069343701,0.2505678205686348,Low,0.248,0.0,0.4415007531642914,-0.1296091228723526,5.87997,0.45868359902761324,fast
7980-6104,1-115417,0.0250492,0.313,0.313,115.6,3.293911254813984,1,1,0,10.337,10.337,0.0,0.057309,26.157,0.0,10.312,10.314,0.003,0.053006,26.404,0.0020000000000006,9.774525724520531,10.112066,118.70958,1.0372857,0.928166,2.57389,1168,1.7189603492225314,0.1126463114617764,0.1376463114617767,0.6751205869412448,0.3375803114617757,Mid,0.173,0.572,0.6527985334396362,-0.05413839966058731,5.56779,0.23526585905327577,fast
10507-3702,1-280222,0.0250354,0.824,0.824,90.3,4.117190514839385,3,1,0,9.893,9.97,0.163,0.042234,78.027,0.0769999999999999,9.96,9.999,0.086,0.042278,77.922,0.0389999999999997,9.560444673193189,9.897985,60.469772,0.9124908,0.363115,5.22976,1168,2.147449057346271,0.0674084478778119,0.0004084478778117,0.3999637746846238,0.0624234478778122,Low,0.765,0.0,0.4277213215827942,-0.07908961921930313,1.16387,0.3319228701164,fast
11753-12702,1-78013,0.023746518,0.681,0.681,85.7,7.885853144334157,1,1,0,8.898,10.125,0.941,0.026732,76.08,1.2270000000000003,9.262,10.117,0.86,0.026703,86.636,0.8550000000000004,9.697004288521091,10.034545,62.988888,0.86736107,0.5551637,10.434203,1168,3.907464411282693,1.357831829592803,0.993831829592802,0.5588275410717114,0.2212868295928029,Low,0.659,0.0,0.26175951957702637,-0.1695130616426468,1.2339027,0.5918950312071733,fast
12518-12701,1-2125,0.03494354,0.846,0.846,143.2,6.129178195655224,3,1,2,10.724,10.74,0.037,0.038693,80.829,0.016,10.752,10.752,0.0,0.035403,80.829,0.0,10.232800989612448,10.570342,104.05913,0.98249644,0.3642633,11.198153,4224,4.4089575907291545,0.0203052181544773,-0.007694781845523,0.5115042285420295,0.1739632181544774,Mid,0.767,0.0,0.5300071835517883,0.004118483979254961,2.1898952,0.6443359214162772,fast
10501-1901,1-299960,0.0266465,0.664,0.664,102.3,2.7862446174281987,1,1,2,9.931,10.016,0.179,0.050812,86.789,0.0850000000000008,10.051,10.051,0.0,0.048001,86.789,0.0,9.504385218518726,9.841926,88.759254,1.0633085,0.569307,3.08081,4288,1.5437565546885097,0.2194150170041743,0.0994150170041733,0.6460297984854476,0.3084890170041727,Low,0.48,0.0,0.4997827708721161,-0.09885915368795395,1.66302,0.1885788145933811,fast
10516-3704,1-60707,0.0220177,0.681,0.681,94.2,8.822112864249002,3,1,0,10.376,10.435,0.127,0.030728,56.338,0.059000000000001,10.358,10.436,0.164,0.032145,56.461,0.0779999999999994,10.46094292288896,10.798484,82.462776,0.9459641,0.80091,5.10071,1552,4.0616519342325015,0.1306275203881001,0.1486275203880989,0.0456845974991402,-0.2918564796119006,Mid,0.492,0.607,0.6638177037239075,0.11042580008506775,1.88976,0.6087027035298948,fast
7993-3704,1-42248,0.021933,0.655,0.655,95.0,5.657595247361906,1,1,0,10.204,10.204,0.0,0.030328,58.132,0.0,10.121,10.191,0.148,0.029392,57.047,0.0700000000000002,9.818078023513138,10.155619,77.311226,1.0603763,0.632022,5.12485,1040,2.594972456923335,0.0520267888586671,0.1350267888586672,0.4379487653455297,0.1004077888586679,Low,0.468,0.048,0.31350407004356384,-0.09602735936641693,1.20151,0.41413275260078053,fast
10512-1902,1-77006,0.0239051,0.074,0.074,106.5,3.2440260302456725,1,1,0,10.049,10.094,0.097,0.041007,52.874,0.0449999999999999,10.083,10.084,0.0,0.036912,56.26,0.0009999999999994,9.707927683188544,10.045468,104.80403,1.4215316,0.775088,2.07099,1168,1.6178480315570902,0.2661026059290992,0.2321026059290984,0.607174922740555,0.2696346059290991,Low,0.301,0.0,0.669884204864502,-0.08857448399066925,6.0,0.2089377248437387,slow
10503-12702,1-80034,0.0219937,0.815,0.815,114.5,10.906021092463442,3,1,2,10.381,10.602,0.398,0.016336,80.885,0.221,10.625,10.643,0.04,0.014955,80.876,0.0180000000000006,10.062390175483054,10.399931,70.86827,0.90332204,0.31471,14.6098,4096,5.015744880816436,0.0856480163455255,-0.1583519836544742,0.4042578408624713,0.0667170163455253,Mid,0.779,0.0,0.2701631784439087,-0.11389192938804626,1.43472,0.7003354385739821,fast
10510-1901,1-189283,0.0197115,0.629,0.629,178.3,1.848111448147662,1,1,0,10.178,10.18,0.0,0.039884,86.222,0.0019999999999988,10.165,10.181,0.032,0.039426,72.416,0.016,9.543709293058935,9.88125,177.47716,1.48947,0.779601,1.59273,1040,0.7638777428044545,0.2687177126507286,0.2817177126507303,0.9030084195917945,0.5654677126507299,Low,0.102,0.012,0.8213623762130737,0.1382920742034912,5.64411,-0.11697614387731946,fast
10498-12705,1-585315,0.0218185,0.753,0.753,100.0,10.640239892487577,1,1,2,10.278,10.478,0.369,0.017373,74.091,0.1999999999999993,10.507,10.509,0.004,0.016608,74.091,0.0020000000000006,9.869131937915162,10.206673,69.420265,0.9299876,0.554178,10.8328,4160,4.855562789366188,0.1566210244496835,-0.0723789755503155,0.5654890865345222,0.2279480244496837,Mid,0.472,0.0,0.2724396884441376,-0.22960737347602844,1.76293,0.6862395745428889,fast
10510-9102,1-189083,0.0516048,0.432,0.432,261.4,8.88783545974125,1,1,0,11.524,11.563,0.085,0.023052,60.269,0.0390000000000014,11.461,11.552,0.187,0.024075,66.831,0.0909999999999993,10.96925511907629,11.306796,248.87256,0.9338254,0.671769,7.77908,1040,9.255158081719255,0.2997467868916096,0.3627467868916084,0.854491667815318,0.5169507868916083,High,0.446,0.271,0.8037897944450378,0.09424130618572235,6.0,0.9663838410718554,fast
11941-12701,1-135139,0.032840867,0.873,0.873,134.3,10.94969200206936,1,1,0,10.662,10.875,0.387,0.023103,71.936,0.2129999999999992,10.642,10.885,0.428,0.023004,71.961,0.2430000000000003,10.410439448631916,10.74798,80.57059,0.93029845,0.4110031,12.367556,1168,7.421370063482809,0.0862460913691278,0.1062460913691291,0.3378066427372126,0.0002660913691284,Mid,0.726,0.0,0.6952700614929199,0.0936240553855896,1.1207119,0.8704840880397272,fast
11744-3703,1-412207,0.044806726,0.882,0.882,134.4,4.4612333262494985,3,1,0,10.636,10.637,0.0,0.03959,64.723,0.0010000000000012,10.64,10.64,0.0,0.038598,64.723,0.0,10.201251980158233,10.538793,88.14878,0.9404209,0.52108854,4.47704,0,4.066507792180151,-0.0709368637580349,-0.0749368637580362,0.3638111560837314,0.0262701362419642,Mid,0.573,0.595,0.5966857671737671,0.09342233836650848,1.0653142,0.6092216088254203,fast
11006-12703,1-575151,0.022979029,0.692,0.692,120.9,5.046034110362201,1,1,0,10.23,10.326,0.198,0.013225,78.555,0.096,10.185,10.315,0.258,0.013075,79.622,0.129999999999999,10.053149500545947,10.39069,107.21876,1.1224892,0.48245898,5.2662888,1040,2.4217699611451504,0.2800833640663778,0.3250833640663777,0.4569338635204308,0.1193933640663788,Low,0.594,0.0,0.7451464533805847,0.1506219208240509,3.2694662,0.38413288804320234,fast
8148-12705,1-164064,0.0812955,0.461,0.461,223.4,4.598375894048765,1,1,0,11.382,11.383,0.0,0.047404,40.385,0.0009999999999994,11.345,11.346,0.0,0.046261,56.598,0.0009999999999994,10.924575435943826,11.262116,223.31679,0.9734891,0.872701,6.99245,1168,7.283646844682242,0.2436005491217981,0.2806005491217971,0.7010251131779719,0.363484549121797,High,0.006,0.368,0.19276010990142822,0.052420638501644135,6.0,0.8623488804062525,fast
12518-6101,1-2456,0.027706224,0.871,0.871,110.7,6.5076745679932175,3,1,0,10.336,10.471,0.267,0.026323,62.741,0.1349999999999998,10.452,10.482,0.067,0.025764,62.733,0.0299999999999993,10.028398435798582,10.365939,68.01142,0.9534265,0.5782392,6.3696055,1168,3.744253963077243,-0.0320621013046192,-0.1480621013046189,0.2755394628967987,-0.0620011013046181,Mid,0.534,0.0,0.4457525312900543,-0.03268375247716904,0.93887234,0.5733652981383071,fast
12066-9101,1-26135,0.07359597,0.989,0.989,139.0,3.567856110815561,3,1,0,10.709,10.72,0.025,0.055478,75.481,0.011000000000001,10.705,10.72,0.033,0.053903,75.34,0.0150000000000005,10.277608710109677,10.6151495,103.73586,0.9239529,0.4461053,3.9271522,0,5.162483614781634,0.1011254252414265,0.105125425241426,0.5325167151317494,0.1949759252414266,Mid,0.716,0.0,0.5214719772338867,0.015063023194670677,6.0,0.7128586862584112,fast
